rasterid	groupnr	gew_aantal_meetptn	loc_code	n_tubes	n_tubes_lgl	aantal_cat1A	aantal_cat1B	area_code	area_name	x	y	typegroup_name	filterdepth	soilsurf_ost
166	2	1	WEBP072	18	0	0	1	WEB	Webbekomsbroek	200157	184501	12	1.7	21.22
166	2	1	WEBP075	18	0	0	1	WEB	Webbekomsbroek	199711	184764	12	1.87	21.13
166	2	1	WEBP078	18	0	0	1	WEB	Webbekomsbroek	199703	184919	12	1.55	20.865
166	2	1	WEBP084	18	0	0	1	WEB	Webbekomsbroek	199898	184642	12	1.89	20.65
166	2	1	WEBP086	18	0	0	1	WEB	Webbekomsbroek	199793	184650	12	1.8	20.65
166	2	1	WEBP202	18	0	0	1	WEB	Webbekomsbroek	199709	184801	12	1.75	20.774
166	2	1	WEBP205	18	0	0	1	WEB	Webbekomsbroek	199465	185319	12	1.886	20.493
54	3	1	WEBP210	21	0	0	1	WEB	Webbekomsbroek	199320	186194	13	2.135	20.145
1017	3	1	WELP018	3	0	0	1	WEL	Wellemeersen	128284	176954	13	2.63	9.24
1017	3	1	WELP020	3	0	0	1	WEL	Wellemeersen	128401	177063	13	2.44	9.26
1017	3	1	WELP022	3	0	0	1	WEL	Wellemeersen	128519	176887	13	1.17	8.67
822	1	1	WERP001	17	0	0	1	WER	De Werft	193281	194778	11	1.89	0.45
822	1	1	WERP002	17	0	0	1	WER	De Werft	193300	194752	11	1.77	0.55
822	1	1	WERP003	17	0	0	1	WER	De Werft	193271	194588	11	1.7	0.65
822	1	1	WERP004	17	0	0	1	WER	De Werft	193302	194696	11	1.62	0.72
822	3	1	WERP005	14	0	0	1	WER	De Werft	193360	194613	13	1.65	0.65
822	3	1	WERP007	14	0	0	1	WER	De Werft	193544	194610	13	1.78	0.9
822	1	1	WERP009	17	0	0	1	WER	De Werft	193488	194562	11	1.73	0.54
822	1	1	WERP011	17	0	0	1	WER	De Werft	193419	194740	11	1.48	0.42
822	1	1	WERP012	17	0	0	1	WER	De Werft	192332	194448	11	2.21	0.11
822	3	1	ZABP003	14	0	0	1	ZAB	Zammelsbroek	191644	198520	13	1.93	14.866
822	3	1	ZABP004	14	0	0	1	ZAB	Zammelsbroek	191712	198448	13	1.8	15.47
822	3	1	ZABP005	14	0	0	1	ZAB	Zammelsbroek	191734	198418	13	0.78	15.56
822	3	1	ZABP009	14	0	0	1	ZAB	Zammelsbroek	191219	198264	13	2.97	14.9
822	3	1	ZABP013	14	0	0	1	ZAB	Zammelsbroek	191535	198711	13	2.29	14.97
822	3	1	ZABP014	14	0	0	1	ZAB	Zammelsbroek	191421	198803	13	1.5	16.04
822	1	1	ZABP022	17	0	0	1	ZAB	Zammelsbroek	193188	199206	11	1.25	16.05
822	3	1	ZABP023	14	0	0	1	ZAB	Zammelsbroek	193145	199376	13	1.78	16.58
822	1	1	ZABP028	17	0	0	1	ZAB	Zammelsbroek	191108	198490	11	2.5	14.56
822	1	1	ZABP029	17	0	0	1	ZAB	Zammelsbroek	191090	198521	11	2.5	14.48
822	1	1	ZABP030	17	0	0	1	ZAB	Zammelsbroek	191063	198584	11	2.5	14.43
693	3	1	ZEBP001	18	0	0	1	ZEB	Zeebrugge	68884	222381	13	0.615	3.22
693	3	1	ZEBP003	18	0	0	1	ZEB	Zeebrugge	69183	221033	13	0.98	2.91
693	3	1	ZEBP005	18	0	0	1	ZEB	Zeebrugge	69921	220751	13	1.66	2.99
693	3	1	ZEBP007	18	0	0	1	ZEB	Zeebrugge	69602	220278	13	2.85	4.24
693	2	1	ZEBP009	2	0	0	1	ZEB	Zeebrugge	69111	219114	12	2.42	3.6
693	3	1	ZEBP012	18	0	0	1	ZEB	Zeebrugge	69544	221380	13	1.5	3.1
693	3	1	ZEBP013	18	0	0	1	ZEB	Zeebrugge	69544	221381	13	0.3	2.87
693	3	1	ZEBP015	18	0	0	1	ZEB	Zeebrugge	69182	221031	13	0.3	2.95
693	3	1	ZEBP017	18	0	0	1	ZEB	Zeebrugge	69921	220750	13	0.37	2.78
693	3	1	ZEBP019	18	0	0	1	ZEB	Zeebrugge	69725	220669	13	1	3.06
693	3	1	ZEBP020	18	0	0	1	ZEB	Zeebrugge	69725	220669	13	0.3	2.81
693	3	1	ZEBP022	18	0	0	1	ZEB	Zeebrugge	69246	220121	13	1.825	2.93
693	3	1	ZEBP023	18	0	0	1	ZEB	Zeebrugge	69246	220122	13	0.33	2.94
693	3	1	ZEBP025	18	0	0	1	ZEB	Zeebrugge	69823	220300	13	1	2.94
693	3	1	ZEBP026	18	0	0	1	ZEB	Zeebrugge	69823	220300	13	0.3	2.72
693	3	1	ZEBP045	18	0	0	1	ZEB	Zeebrugge	69280	220151	13	1	3.2408
693	3	1	ZEBP046	18	0	0	1	ZEB	Zeebrugge	69422	220210	13	1	3.3782
693	2	1	ZEBP107	2	0	0	1	ZEB	Zeebrugge	65882	224517	12	2.045	5.83
630	3	1	ZWAP300	8	0	0	1	ZWA	Zwarte Beek	213086	204149	13	0.965	45.208
630	3	1	ZWAP301	8	0	0	1	ZWA	Zwarte Beek	213467	203688	13	1.19	47.738
630	3	1	ZWAP302	8	0	0	1	ZWA	Zwarte Beek	213465	203911	13	1.03	46.341
630	3	1	ZWAP303	8	0	0	1	ZWA	Zwarte Beek	213435	204022	13	1.05	46.214
630	3	1	ZWAP305	8	0	0	1	ZWA	Zwarte Beek	214503	203705	13	1.52	50.271
630	3	1	ZWAP306	8	0	0	1	ZWA	Zwarte Beek	215123	203590	13	1.36	51.915
630	3	1	ZWAP307	8	0	0	1	ZWA	Zwarte Beek	215592	203278	13	2	53.671
630	3	1	ZWAP308	8	0	0	1	ZWA	Zwarte Beek	215833	205216	13	0.81	50.03
438	3	1	ZWAP312	17	0	0	1	ZWA	Zwarte Beek	206556	189180	13	2.07	24.13
438	3	1	ZWAP314	17	0	0	1	ZWA	Zwarte Beek	206573	189182	13	2.04	24
438	3	1	ZWAP315	17	0	0	1	ZWA	Zwarte Beek	206579	189184	13	2.09	23.93
438	3	1	ZWAP316	17	0	0	1	ZWA	Zwarte Beek	206585	189185	13	2.14	23.85
438	3	1	ZWAP317	17	0	0	1	ZWA	Zwarte Beek	206596	189187	13	2.02	23.88
438	3	1	ZWAP332	17	0	0	1	ZWA	Zwarte Beek	208201	190059	13	1.9	25.68
438	3	1	ZWAP335	17	0	0	1	ZWA	Zwarte Beek	208176	190160	13	2	25.49
438	3	1	ZWAP337	17	0	0	1	ZWA	Zwarte Beek	208142	190258	13	2.17	25.58
89	4	1	ZWBP013	5	0	0	1	ZWB	Zwalmbeek	107282	173439	14	3	20.23
89	4	1	ZWBP014	5	0	0	1	ZWB	Zwalmbeek	107312	173473	14	3	20.17
89	4	1	ZWBP017	5	0	0	1	ZWB	Zwalmbeek	107421	173519	14	3	32.07
53	5	1	ZWIP104	2	0	0	1	ZWI	Zwinduinen en -polders	75551	226763	15	2.64	5.137
53	5	1	ZWIP108	2	0	0	1	ZWI	Zwinduinen en -polders	75653	226501	15	1.05	5.351
565	1	1	ZWIP204	7	0	0	1	ZWI	Zwinduinen en -polders	79694	228868	11	1.98	4.71
565	1	1	ZWIP209	7	0	0	1	ZWI	Zwinduinen en -polders	79771	228690	11	1.96	4.64
565	1	1	ZWIP210	7	0	0	1	ZWI	Zwinduinen en -polders	80185	228761	11	1.96	4.51
565	1	1	ZWIP213	7	0	0	1	ZWI	Zwinduinen en -polders	79544	228488	11	1.99	4.71
565	1	1	ZWIP217	7	0	0	1	ZWI	Zwinduinen en -polders	79750	228352	11	2	5.05
565	1	1	ZWIP218	7	0	0	1	ZWI	Zwinduinen en -polders	80145	228399	11	2.01	4.47
565	1	1	ZWIP220	7	0	0	1	ZWI	Zwinduinen en -polders	79710	228136	11	1.96	4.63
