loc_code	area_code	area_name	x	y	loc_validitycode	loc_validity	loc_typecode	loc_typename	polygon_id	description_orig	patch_id	phab	certain	type	groupnr	rasterid	opp	filterdepth	soilsurf_ost	description	source.x	source.y	typegroup_name
TEUP116	TEU	De Teut	226128	189001	VLD	Gevalideerd	P	Peilbuis/Piëzometer	9770	50% 91E0_vo; 45% 9120_qb; 5% rbbso	3	5	1	110	3	722	12823	1.65	66.96	50% 91E0_vo; 45% 9120_qb; 5% rbbso	habitatmap_stdized	habitatmap_stdized	13
TIEP004	TIE	Militair domein Tielen	189877	218576	VLD	Gevalideerd	P	Peilbuis/Piëzometer	18298	70% rbbsf; 30% gh	1	70	1	109	3	1014	1371	0.98	19.75	70% rbbsf; 30% gh	habitatmap_stdized	habitatmap_stdized	13
TIEP006	TIE	Militair domein Tielen	189744	217990	VLD	Gevalideerd	P	Peilbuis/Piëzometer	15982	100% 6230_hmo	1	100	1	51	4	1014	2887	2.67	18.59	100% 6230_hmo	habitatmap_stdized	habitatmap_stdized	14
TIEP010	TIE	Militair domein Tielen	188279	218223	VLD	Gevalideerd	P	Peilbuis/Piëzometer	15984	100% rbbsm	1	100	1	41	3	1014	4720	2.37	18.31	100% rbbsm	habitatmap_stdized	habitatmap_stdized	13
TIEP013	TIE	Militair domein Tielen	188220	218314	VLD	Gevalideerd	P	Peilbuis/Piëzometer	38423	100% 91E0_vo	1	100	1	106	1	1014	50486	2.16	18.685	100% 91E0_vo	habitatmap_stdized	habitatmap_stdized	11
TIEP014	TIE	Militair domein Tielen	188013	218036	VLD	Gevalideerd	P	Peilbuis/Piëzometer	14534	100% 91E0_vo	1	100	1	106	1	1014	10635	2.18	18.46	100% 91E0_vo	habitatmap_stdized	habitatmap_stdized	11
TIEP014	TIE	Militair domein Tielen	188013	218036	VLD	Gevalideerd	P	Peilbuis/Piëzometer	18172	100% 9190	1	100	1	99	5	1014	3575	2.18	18.46	100% 9190	habitatmap_stdized	habitatmap_stdized	15
TIEP015	TIE	Militair domein Tielen	188239	217772	VLD	Gevalideerd	P	Peilbuis/Piëzometer	18163	90% rbbso; 10% 91E0_vo	1	90	1	110	3	1014	8344	2.04	18.56	90% rbbso; 10% 91E0_vo	habitatmap_stdized	habitatmap_stdized	13
TIEP015	TIE	Militair domein Tielen	188239	217772	VLD	Gevalideerd	P	Peilbuis/Piëzometer	18163	90% rbbso; 10% 91E0_vo	2	10	1	106	1	1014	8344	2.04	18.56	90% rbbso; 10% 91E0_vo	habitatmap_stdized	habitatmap_stdized	11
TIEP016	TIE	Militair domein Tielen	188375	217702	VLD	Gevalideerd	P	Peilbuis/Piëzometer	18169	70% 9190; 30% 91E0_vm	1	70	1	99	5	1014	4425	2.08	18.41	70% 9190; 30% 91E0_vm	habitatmap_stdized	habitatmap_stdized	15
TIEP016	TIE	Militair domein Tielen	188375	217702	VLD	Gevalideerd	P	Peilbuis/Piëzometer	18169	70% 9190; 30% 91E0_vm	2	30	1	104	1	1014	4425	2.08	18.41	70% 9190; 30% 91E0_vm	habitatmap_stdized	habitatmap_stdized	11
TIEP017	TIE	Militair domein Tielen	188152	217356	VLD	Gevalideerd	P	Peilbuis/Piëzometer	15988	45% 3160; 45% 3130_aom; 10% 4010	3	10	1	38	3	1014	17983	2.38	18.78	45% 3160; 45% 3130_aom; 10% 4010	habitatmap_stdized	habitatmap_stdized	13
TIEP026	TIE	Militair domein Tielen	189050	217720	VLD	Gevalideerd	P	Peilbuis/Piëzometer	15830	90% 91E0_vm; 10% rbbso	1	90	1	104	1	1014	8801	2.14	18.45	90% 91E0_vm; 10% rbbso	habitatmap_stdized	habitatmap_stdized	11
TIEP026	TIE	Militair domein Tielen	189050	217720	VLD	Gevalideerd	P	Peilbuis/Piëzometer	15830	90% 91E0_vm; 10% rbbso	2	10	1	110	3	1014	8801	2.14	18.45	90% 91E0_vm; 10% rbbso	habitatmap_stdized	habitatmap_stdized	13
TIEP028	TIE	Militair domein Tielen	187768	217760	VLD	Gevalideerd	P	Peilbuis/Piëzometer	20054	100% 7140_oli	1	100	1	82	1	1014	1985	1.25	19.409	100% 7140_oli	habitatmap_stdized	habitatmap_stdized	11
TIHP001	TIH	Tielenheide	188464	219379	VLD	Gevalideerd	P	Peilbuis/Piëzometer	14625	40% 3160; 40% 3130_aom; 20% 4010	3	20	1	38	3	46	7820	2.6	0.85	40% 3160; 40% 3130_aom; 20% 4010	habitatmap_stdized	habitatmap_stdized	13
TIHP002	TIH	Tielenheide	188401	219382	VLD	Gevalideerd	P	Peilbuis/Piëzometer	15050	50% 7150; 40% 3130_aom; 10% 4010	1	50	1	83	3	46	7218	2.25	19.38	50% 7150; 40% 3130_aom; 10% 4010	habitatmap_stdized	habitatmap_stdized	13
TIHP002	TIH	Tielenheide	188401	219382	VLD	Gevalideerd	P	Peilbuis/Piëzometer	15050	50% 7150; 40% 3130_aom; 10% 4010	3	10	1	38	3	46	7218	2.25	19.38	50% 7150; 40% 3130_aom; 10% 4010	habitatmap_stdized	habitatmap_stdized	13
TIHP004	TIH	Tielenheide	188329	219339	VLD	Gevalideerd	P	Peilbuis/Piëzometer	15050	50% 7150; 40% 3130_aom; 10% 4010	1	50	1	83	3	46	7218	2.12	19.76	50% 7150; 40% 3130_aom; 10% 4010	habitatmap_stdized	habitatmap_stdized	13
TIHP004	TIH	Tielenheide	188329	219339	VLD	Gevalideerd	P	Peilbuis/Piëzometer	15050	50% 7150; 40% 3130_aom; 10% 4010	3	10	1	38	3	46	7218	2.12	19.76	50% 7150; 40% 3130_aom; 10% 4010	habitatmap_stdized	habitatmap_stdized	13
TIHP005	TIH	Tielenheide	188533	219466	VLD	Gevalideerd	P	Peilbuis/Piëzometer	15042	70% 3130_aom; 30% 7150	2	30	1	83	3	46	4635	2.4	19.88	70% 3130_aom; 30% 7150	habitatmap_stdized	habitatmap_stdized	13
TILP002	TIL	Tilegembos	68203	207991	VLD	Gevalideerd	P	Peilbuis/Piëzometer	42100	100% rbbhc	1	100	1	68	3	257	3285	1.78	6.55	100% rbbhc	habitatmap_stdized	habitatmap_stdized	13
TILP003	TIL	Tilegembos	67076	207023	VLD	Gevalideerd	P	Peilbuis/Piëzometer	7678	100% rbbso	1	100	1	110	3	257	2265	1.18	6.65	100% rbbso	habitatmap_stdized	habitatmap_stdized	13
TILP004	TIL	Tilegembos	67062	207042	VLD	Gevalideerd	P	Peilbuis/Piëzometer	7461	80% 4030; 20% 4010	2	20	1	38	3	257	8474	0.61	7.18	80% 4030; 20% 4010	habitatmap_stdized	habitatmap_stdized	13
TLAP001	TLA	Terlaemen & Weijerman	213998	188072	VLD	Gevalideerd	P	Peilbuis/Piëzometer	63883	100% 91E0_vm	1	100	1	104	1	694	6317	2.27	32.923	100% 91E0_vm	habitatmap_stdized	habitatmap_stdized	11
TLAP002	TLA	Terlaemen & Weijerman	214024	187912	VLD	Gevalideerd	P	Peilbuis/Piëzometer	6706	98% 7140_oli; 2% 7150	1	98	1	82	1	694	8417	0.78	33.076	98% 7140_oli; 2% 7150	habitatmap_stdized	habitatmap_stdized	11
TLAP002	TLA	Terlaemen & Weijerman	214024	187912	VLD	Gevalideerd	P	Peilbuis/Piëzometer	6706	98% 7140_oli; 2% 7150	2	2	1	83	3	694	8417	0.78	33.076	98% 7140_oli; 2% 7150	habitatmap_stdized	habitatmap_stdized	13
TLAP003	TLA	Terlaemen & Weijerman	214025	187912	VLD	Gevalideerd	P	Peilbuis/Piëzometer	6706	98% 7140_oli; 2% 7150	1	98	1	82	1	694	8417	1.46	33.033	98% 7140_oli; 2% 7150	habitatmap_stdized	habitatmap_stdized	11
TLAP003	TLA	Terlaemen & Weijerman	214025	187912	VLD	Gevalideerd	P	Peilbuis/Piëzometer	6706	98% 7140_oli; 2% 7150	2	2	1	83	3	694	8417	1.46	33.033	98% 7140_oli; 2% 7150	habitatmap_stdized	habitatmap_stdized	13
TLAP004	TLA	Terlaemen & Weijerman	214019	187879	VLD	Gevalideerd	P	Peilbuis/Piëzometer	11343	80% 4010; 10% 7150; 10% rbbsm	1	80	1	38	3	694	1701	2.21	33.295	80% 4010; 10% 7150; 10% rbbsm	habitatmap_stdized	habitatmap_stdized	13
TLAP004	TLA	Terlaemen & Weijerman	214019	187879	VLD	Gevalideerd	P	Peilbuis/Piëzometer	11343	80% 4010; 10% 7150; 10% rbbsm	2	10	1	83	3	694	1701	2.21	33.295	80% 4010; 10% 7150; 10% rbbsm	habitatmap_stdized	habitatmap_stdized	13
TLAP004	TLA	Terlaemen & Weijerman	214019	187879	VLD	Gevalideerd	P	Peilbuis/Piëzometer	11343	80% 4010; 10% 7150; 10% rbbsm	3	10	1	41	3	694	1701	2.21	33.295	80% 4010; 10% 7150; 10% rbbsm	habitatmap_stdized	habitatmap_stdized	13
TLAP006	TLA	Terlaemen & Weijerman	214219	188035	VLD	Gevalideerd	P	Peilbuis/Piëzometer	6310	90% 4030; 10% 4010	2	10	1	38	3	694	3901	1.52	33.815	90% 4030; 10% 4010	habitatmap_stdized	habitatmap_stdized	13
TLAP010	TLA	Terlaemen & Weijerman	215197	188719	VLD	Gevalideerd	P	Peilbuis/Piëzometer	11175	80% gh; 20% rbbms	2	20	1	89	2	694	8018	1.95	34.898	80% gh; 20% rbbms	habitatmap_stdized	habitatmap_stdized	12
TLAP012	TLA	Terlaemen & Weijerman	215166	188870	VLD	Gevalideerd	P	Peilbuis/Piëzometer	5929	80% gh; 20% rbbms	2	20	1	89	2	694	4908	1.37	35.21	80% gh; 20% rbbms	habitatmap_stdized	habitatmap_stdized	12
TLAP013	TLA	Terlaemen & Weijerman	215316	188923	VLD	Gevalideerd	P	Peilbuis/Piëzometer	11174	70% gh; 30% rbbms	2	30	1	89	2	694	7791	1.26	35.116	70% gh; 30% rbbms	habitatmap_stdized	habitatmap_stdized	12
TLAP015	TLA	Terlaemen & Weijerman	215550	189034	VLD	Gevalideerd	P	Peilbuis/Piëzometer	36255	70% gh; 30% rbbhc	2	30	1	68	3	694	10594	2.42	35.268	70% gh; 30% rbbhc	habitatmap_stdized	habitatmap_stdized	13
TLAP016	TLA	Terlaemen & Weijerman	215635	188981	VLD	Gevalideerd	P	Peilbuis/Piëzometer	3455	80% gh; 20% rbbhf	2	20	1	70	3	694	7104	1.68	35.511	80% gh; 20% rbbhfl	habitatmap_stdized + interpretation	habitatmap_stdized + interpretation	13
TOMP005	TOM	Tommelen	216005	180701	VLD	Gevalideerd	P	Peilbuis/Piëzometer	36528	70% gh; 20% rbbhc; 10% 3130_aom	2	20	1	68	3	742	61128	2.3	41.93	70% gh; 20% rbbhc; 10% 3130_aom	habitatmap_stdized	habitatmap_stdized	13
TOMP006	TOM	Tommelen	216095	180801	VLD	Gevalideerd	P	Peilbuis/Piëzometer	36528	70% gh; 20% rbbhc; 10% 3130_aom	2	20	1	68	3	742	61128	2.33	40.76	70% gh; 20% rbbhc; 10% 3130_aom	habitatmap_stdized	habitatmap_stdized	13
TOMP007	TOM	Tommelen	216149	180860	VLD	Gevalideerd	P	Peilbuis/Piëzometer	36528	70% gh; 20% rbbhc; 10% 3130_aom	2	20	1	68	3	742	61128	1.67	39.68	70% gh; 20% rbbhc; 10% 3130_aom	habitatmap_stdized	habitatmap_stdized	13
TORP002	TOR	Torfbroek	162387	179470	VLD	Gevalideerd	P	Peilbuis/Piëzometer	49534	60% 7230; 40% rbbmr	1	60	1	86	1	198	3849	0.68	16.874	60% 7230; 40% rbbmr	habitatmap_stdized	habitatmap_stdized	11
TORP002	TOR	Torfbroek	162387	179470	VLD	Gevalideerd	P	Peilbuis/Piëzometer	49534	60% 7230; 40% rbbmr	2	40	1	88	2	198	3849	0.68	16.874	60% 7230; 40% rbbmr	habitatmap_stdized	habitatmap_stdized	12
TORP002	TOR	Torfbroek	162387	179470	VLD	Gevalideerd	P	Peilbuis/Piëzometer	55858	100% rbbso	1	100	1	110	3	198	339	0.68	16.874	100% rbbso	habitatmap_stdized	habitatmap_stdized	13
TORP003	TOR	Torfbroek	162456	179503	VLD	Gevalideerd	P	Peilbuis/Piëzometer	41126	100% 6410_mo	1	100	1	55	3	198	8418	0.71	16.67	100% 6410_mo	habitatmap_stdized	habitatmap_stdized	13
TORP004	TOR	Torfbroek	162502	179681	VLD	Gevalideerd	P	Peilbuis/Piëzometer	49390	100% 7230	1	100	1	86	1	198	2001	0.97	15.75	100% 7230	habitatmap_stdized	habitatmap_stdized	11
TORP005	TOR	Torfbroek	161929	179712	VLD	Gevalideerd	P	Peilbuis/Piëzometer	44425	100% rbbhc	1	100	1	68	3	198	2063	0.7	17.09	100% rbbhc	habitatmap_stdized	habitatmap_stdized	13
TORP006	TOR	Torfbroek	162795	179948	VLD	Gevalideerd	P	Peilbuis/Piëzometer	40991	100% 6410_mo	1	100	1	55	3	198	2613	1.05	16.45	100% 6410_mo	habitatmap_stdized	habitatmap_stdized	13
TORP006	TOR	Torfbroek	162795	179948	VLD	Gevalideerd	P	Peilbuis/Piëzometer	46637	80% 6510_hu; 20% 6410_mo	2	20	1	55	3	198	2212	1.05	16.45	80% 6510_hu; 20% 6410_mo	habitatmap_stdized	habitatmap_stdized	13
TORP007	TOR	Torfbroek	162109	179554	VLD	Gevalideerd	P	Peilbuis/Piëzometer	2655	70% 7230; 25% 6410_mo; 5% 7140_base	1	70	1	86	1	198	4097	1.28	16.805	70% 7230; 25% 6410_mo; 5% 7140_base	habitatmap_stdized	habitatmap_stdized	11
TORP007	TOR	Torfbroek	162109	179554	VLD	Gevalideerd	P	Peilbuis/Piëzometer	2655	70% 7230; 25% 6410_mo; 5% 7140_base	2	25	1	55	3	198	4097	1.28	16.805	70% 7230; 25% 6410_mo; 5% 7140_base	habitatmap_stdized	habitatmap_stdized	13
TORP007	TOR	Torfbroek	162109	179554	VLD	Gevalideerd	P	Peilbuis/Piëzometer	2655	70% 7230; 25% 6410_mo; 5% 7140_base	3	5	1	79	1	198	4097	1.28	16.805	70% 7230; 25% 6410_mo; 5% 7140_base	habitatmap_stdized	habitatmap_stdized	11
TORP009	TOR	Torfbroek	162747	179705	VLD	Gevalideerd	P	Peilbuis/Piëzometer	33840	60% gh; 40% 91E0_vn	2	40	1	105	3	198	14460	1.07	16.87	60% gh; 40% 91E0_vn	habitatmap_stdized	habitatmap_stdized	13
TORP010	TOR	Torfbroek	162728	179620	VLD	Gevalideerd	P	Peilbuis/Piëzometer	33840	60% gh; 40% 91E0_vn	2	40	1	105	3	198	14460	1.7	17.31	60% gh; 40% 91E0_vn	habitatmap_stdized	habitatmap_stdized	13
TORP011	TOR	Torfbroek	162740	179590	VLD	Gevalideerd	P	Peilbuis/Piëzometer	33840	60% gh; 40% 91E0_vn	2	40	1	105	3	198	14460	1.25	17.71	60% gh; 40% 91E0_vn	habitatmap_stdized	habitatmap_stdized	13
TORP012	TOR	Torfbroek	161933	179594	VLD	Gevalideerd	P	Peilbuis/Piëzometer	63197	100% 91E0_vn	1	100	1	105	3	198	4573	1.17	17.35	100% 91E0_vn	habitatmap_stdized	habitatmap_stdized	13
TORP013	TOR	Torfbroek	162244	179460	VLD	Gevalideerd	P	Peilbuis/Piëzometer	59030	70% 91E0_vm; 30% rbbso	1	70	1	104	1	198	9737	0.69	17	70% 91E0_vm; 30% rbbso	habitatmap_stdized	habitatmap_stdized	11
TORP013	TOR	Torfbroek	162244	179460	VLD	Gevalideerd	P	Peilbuis/Piëzometer	59030	70% 91E0_vm; 30% rbbso	2	30	1	110	3	198	9737	0.69	17	70% 91E0_vm; 30% rbbso	habitatmap_stdized	habitatmap_stdized	13
TORP014	TOR	Torfbroek	162392	179543	VLD	Gevalideerd	P	Peilbuis/Piëzometer	41126	100% 6410_mo	1	100	1	55	3	198	8418	0.87	17.072	100% 6410_mo	habitatmap_stdized	habitatmap_stdized	13
TORP014	TOR	Torfbroek	162392	179543	VLD	Gevalideerd	P	Peilbuis/Piëzometer	46419	100% rbbmr	1	100	1	88	2	198	10502	0.87	17.072	100% rbbmr	habitatmap_stdized	habitatmap_stdized	12
TORP015	TOR	Torfbroek	162243	179553	VLD	Gevalideerd	P	Peilbuis/Piëzometer	45249	90% rbbhc; 10% 6410_mo	1	90	1	68	3	198	1402	0.92	16.87	90% rbbhc; 10% 6410_mo	habitatmap_stdized	habitatmap_stdized	13
TORP015	TOR	Torfbroek	162243	179553	VLD	Gevalideerd	P	Peilbuis/Piëzometer	45249	90% rbbhc; 10% 6410_mo	2	10	1	55	3	198	1402	0.92	16.87	90% rbbhc; 10% 6410_mo	habitatmap_stdized	habitatmap_stdized	13
TORP015	TOR	Torfbroek	162243	179553	VLD	Gevalideerd	P	Peilbuis/Piëzometer	46419	100% rbbmr	1	100	1	88	2	198	10502	0.92	16.87	100% rbbmr	habitatmap_stdized	habitatmap_stdized	12
TORP016	TOR	Torfbroek	162499	179501	VLD	Gevalideerd	P	Peilbuis/Piëzometer	59024	70% 91E0_vm; 30% rbbso	1	70	1	104	1	198	7263	1.35	16.221	70% 91E0_vm; 30% rbbso	habitatmap_stdized	habitatmap_stdized	11
TORP016	TOR	Torfbroek	162499	179501	VLD	Gevalideerd	P	Peilbuis/Piëzometer	59024	70% 91E0_vm; 30% rbbso	2	30	1	110	3	198	7263	1.35	16.221	70% 91E0_vm; 30% rbbso	habitatmap_stdized	habitatmap_stdized	13
TORP017	TOR	Torfbroek	162017	179649	VLD	Gevalideerd	P	Peilbuis/Piëzometer	505	50% rbbhc; 25% 6410_mo; 25% 7230	1	50	1	68	3	198	1023	1.05	16.45	50% rbbhc; 25% 6410_mo; 25% 7230	habitatmap_stdized	habitatmap_stdized	13
TORP017	TOR	Torfbroek	162017	179649	VLD	Gevalideerd	P	Peilbuis/Piëzometer	505	50% rbbhc; 25% 6410_mo; 25% 7230	2	25	1	55	3	198	1023	1.05	16.45	50% rbbhc; 25% 6410_mo; 25% 7230	habitatmap_stdized	habitatmap_stdized	13
TORP017	TOR	Torfbroek	162017	179649	VLD	Gevalideerd	P	Peilbuis/Piëzometer	505	50% rbbhc; 25% 6410_mo; 25% 7230	3	25	1	86	1	198	1023	1.05	16.45	50% rbbhc; 25% 6410_mo; 25% 7230	habitatmap_stdized	habitatmap_stdized	11
TORP018	TOR	Torfbroek	162023	179712	VLD	Gevalideerd	P	Peilbuis/Piëzometer	507	70% 91E0,9160; 30% 91E0_vm	1	70	0	98	4	198	41014	0.42	16.963	70% 91E0,9160; 30% 91E0_vm	habitatmap_stdized	habitatmap_stdized	14
TORP018	TOR	Torfbroek	162023	179712	VLD	Gevalideerd	P	Peilbuis/Piëzometer	507	70% 91E0,9160; 30% 91E0_vm	2	30	1	104	1	198	41014	0.42	16.963	70% 91E0,9160; 30% 91E0_vm	habitatmap_stdized	habitatmap_stdized	11
TORP019	TOR	Torfbroek	162108	179676	VLD	Gevalideerd	P	Peilbuis/Piëzometer	507	70% 91E0,9160; 30% 91E0_vm	1	70	0	98	4	198	41014	1.15	16.8	70% 91E0,9160; 30% 91E0_vm	habitatmap_stdized	habitatmap_stdized	14
TORP019	TOR	Torfbroek	162108	179676	VLD	Gevalideerd	P	Peilbuis/Piëzometer	507	70% 91E0,9160; 30% 91E0_vm	2	30	1	104	1	198	41014	1.15	16.8	70% 91E0,9160; 30% 91E0_vm	habitatmap_stdized	habitatmap_stdized	11
TORP019	TOR	Torfbroek	162108	179676	VLD	Gevalideerd	P	Peilbuis/Piëzometer	45230	70% rbbhc; 30% 6410_mo	1	70	1	68	3	198	2200	1.15	16.8	70% rbbhc; 30% 6410_mo	habitatmap_stdized	habitatmap_stdized	13
TORP019	TOR	Torfbroek	162108	179676	VLD	Gevalideerd	P	Peilbuis/Piëzometer	45230	70% rbbhc; 30% 6410_mo	2	30	1	55	3	198	2200	1.15	16.8	70% rbbhc; 30% 6410_mo	habitatmap_stdized	habitatmap_stdized	13
TORP020	TOR	Torfbroek	162187	179669	VLD	Gevalideerd	P	Peilbuis/Piëzometer	45230	70% rbbhc; 30% 6410_mo	1	70	1	68	3	198	2200	0.96	0.43	70% rbbhc; 30% 6410_mo	habitatmap_stdized	habitatmap_stdized	13
TORP020	TOR	Torfbroek	162187	179669	VLD	Gevalideerd	P	Peilbuis/Piëzometer	45230	70% rbbhc; 30% 6410_mo	2	30	1	55	3	198	2200	0.96	0.43	70% rbbhc; 30% 6410_mo	habitatmap_stdized	habitatmap_stdized	13
TORP021	TOR	Torfbroek	162535	179746	VLD	Gevalideerd	P	Peilbuis/Piëzometer	49235	100% 7140_base	1	100	1	79	1	198	1869	0.85	15.85	100% 7140_base	habitatmap_stdized	habitatmap_stdized	11
TORP022	TOR	Torfbroek	162503	179607	VLD	Gevalideerd	P	Peilbuis/Piëzometer	48776	50% rbbmc; 50% rbbhc	1	50	1	87	2	198	1798	0.67	16.24	50% rbbmc; 50% rbbhc	habitatmap_stdized	habitatmap_stdized	12
TORP022	TOR	Torfbroek	162503	179607	VLD	Gevalideerd	P	Peilbuis/Piëzometer	48776	50% rbbmc; 50% rbbhc	2	50	1	68	3	198	1798	0.67	16.24	50% rbbmc; 50% rbbhc	habitatmap_stdized	habitatmap_stdized	13
TORP022	TOR	Torfbroek	162503	179607	VLD	Gevalideerd	P	Peilbuis/Piëzometer	49163	70% 7230; 30% 6410_mo	1	70	1	86	1	198	930	0.67	16.24	70% 7230; 30% 6410_mo	habitatmap_stdized	habitatmap_stdized	11
TORP022	TOR	Torfbroek	162503	179607	VLD	Gevalideerd	P	Peilbuis/Piëzometer	49163	70% 7230; 30% 6410_mo	2	30	1	55	3	198	930	0.67	16.24	70% 7230; 30% 6410_mo	habitatmap_stdized	habitatmap_stdized	13
TORP022	TOR	Torfbroek	162503	179607	VLD	Gevalideerd	P	Peilbuis/Piëzometer	56119	100% rbbso	1	100	1	110	3	198	726	0.67	16.24	100% rbbso	habitatmap_stdized	habitatmap_stdized	13
TORP023	TOR	Torfbroek	162656	179483	VLD	Gevalideerd	P	Peilbuis/Piëzometer	55416	100% rbbso	1	100	1	110	3	198	39083	0.44	16.97	100% rbbso	habitatmap_stdized	habitatmap_stdized	13
TORP023	TOR	Torfbroek	162656	179483	VLD	Gevalideerd	P	Peilbuis/Piëzometer	58943	70% 91E0_vm; 30% rbbso	1	70	1	104	1	198	8671	0.44	16.97	70% 91E0_vm; 30% rbbso	habitatmap_stdized	habitatmap_stdized	11
TORP023	TOR	Torfbroek	162656	179483	VLD	Gevalideerd	P	Peilbuis/Piëzometer	58943	70% 91E0_vm; 30% rbbso	2	30	1	110	3	198	8671	0.44	16.97	70% 91E0_vm; 30% rbbso	habitatmap_stdized	habitatmap_stdized	13
TORP024	TOR	Torfbroek	162825	179849	VLD	Gevalideerd	P	Peilbuis/Piëzometer	58855	100% 91E0_vm	1	100	1	104	1	198	26938	0.96	16.09	100% 91E0_vm	habitatmap_stdized	habitatmap_stdized	11
TORP025	TOR	Torfbroek	162925	180043	VLD	Gevalideerd	P	Peilbuis/Piëzometer	42972	50% rbbhf; 50% 6410_mo	1	50	1	69	3	198	2472	0.99	15.88	50% rbbhf; 50% 6410_mo	habitatmap_stdized	habitatmap_stdized	13
TORP025	TOR	Torfbroek	162925	180043	VLD	Gevalideerd	P	Peilbuis/Piëzometer	42972	50% rbbhf; 50% 6410_mo	2	50	1	55	3	198	2472	0.99	15.88	50% rbbhf; 50% 6410_mo	habitatmap_stdized	habitatmap_stdized	13
TORP026	TOR	Torfbroek	163035	180084	VLD	Gevalideerd	P	Peilbuis/Piëzometer	58855	100% 91E0_vm	1	100	1	104	1	198	26938	1.005	15.725	100% 91E0_vm	habitatmap_stdized	habitatmap_stdized	11
TORP027	TOR	Torfbroek	162894	179560	VLD	Gevalideerd	P	Peilbuis/Piëzometer	59890	100% 91E0_va	1	100	1	102	4	198	17235	1.9	18.42	100% 91E0_va	habitatmap_stdized	habitatmap_stdized	14
TORP028	TOR	Torfbroek	161898	179693	VLD	Gevalideerd	P	Peilbuis/Piëzometer	46044	70% 6510_hu; 30% 6410_mo	2	30	1	55	3	198	684	1.295	17.415	70% 6510_hu; 30% 6410_mo	habitatmap_stdized	habitatmap_stdized	13
TORP029	TOR	Torfbroek	162491	179458	VLD	Gevalideerd	P	Peilbuis/Piëzometer	59024	70% 91E0_vm; 30% rbbso	1	70	1	104	1	198	7263	1.365	17.215	70% 91E0_vm; 30% rbbso	habitatmap_stdized	habitatmap_stdized	11
TORP029	TOR	Torfbroek	162491	179458	VLD	Gevalideerd	P	Peilbuis/Piëzometer	59024	70% 91E0_vm; 30% rbbso	2	30	1	110	3	198	7263	1.365	17.215	70% 91E0_vm; 30% rbbso	habitatmap_stdized	habitatmap_stdized	13
TORP031	TOR	Torfbroek	161909	179656	VLD	Gevalideerd	P	Peilbuis/Piëzometer	63197	100% 91E0_vn	1	100	1	105	3	198	4573	1.99	17.416	100% 91E0_vn	habitatmap_stdized	habitatmap_stdized	13
TORP032	TOR	Torfbroek	161978	179464	VLD	Gevalideerd	P	Peilbuis/Piëzometer	8764	100% 91E0_va	1	100	1	102	4	198	12232	1.895	0.635	100% 91E0_va	habitatmap_stdized	habitatmap_stdized	14
TORP033	TOR	Torfbroek	161864	179502	VLD	Gevalideerd	P	Peilbuis/Piëzometer	8764	100% 91E0_va	1	100	1	102	4	198	12232	1.91	0.58	100% 91E0_va	habitatmap_stdized	habitatmap_stdized	14
TORP034	TOR	Torfbroek	163012	180058	VLD	Gevalideerd	P	Peilbuis/Piëzometer	58855	100% 91E0_vm	1	100	1	104	1	198	26938	1.71	0.14	100% 91E0_vm	habitatmap_stdized	habitatmap_stdized	11
TORP035	TOR	Torfbroek	162051	179513	VLD	Gevalideerd	P	Peilbuis/Piëzometer	510	100% rbbso	1	100	1	110	3	198	7450	1.08	0.44	100% rbbso	habitatmap_stdized	habitatmap_stdized	13
TORP035	TOR	Torfbroek	162051	179513	VLD	Gevalideerd	P	Peilbuis/Piëzometer	515	80% rbbmr; 20% 6430_hf	1	80	1	88	2	198	5312	1.08	0.44	80% rbbmr; 20% 6430_hf	habitatmap_stdized	habitatmap_stdized	12
TORP035	TOR	Torfbroek	162051	179513	VLD	Gevalideerd	P	Peilbuis/Piëzometer	515	80% rbbmr; 20% 6430_hf	2	20	1	59	3	198	5312	1.08	0.44	80% rbbmr; 20% 6430_hf	habitatmap_stdized	habitatmap_stdized	13
TORP036	TOR	Torfbroek	162111	179543	VLD	Gevalideerd	P	Peilbuis/Piëzometer	46419	100% rbbmr	1	100	1	88	2	198	10502	0.94	0.8	100% rbbmr	habitatmap_stdized	habitatmap_stdized	12
TRIP001	TRI	Trimpontbos	108233	161429	VLD	Gevalideerd	P	Peilbuis/Piëzometer	41835	90% 9130_end; 10% 91E0_vc	1	90	1	95	4	985	19668	1.32	60.88	90% 9130_end; 10% 91E0_vc	habitatmap_stdized	habitatmap_stdized	14
TRIP001	TRI	Trimpontbos	108233	161429	VLD	Gevalideerd	P	Peilbuis/Piëzometer	41835	90% 9130_end; 10% 91E0_vc	2	10	1	103	1	985	19668	1.32	60.88	90% 9130_end; 10% 91E0_vc	habitatmap_stdized	habitatmap_stdized	11
TRIP002	TRI	Trimpontbos	108251	161454	VLD	Gevalideerd	P	Peilbuis/Piëzometer	41835	90% 9130_end; 10% 91E0_vc	1	90	1	95	4	985	19668	1.43	58.16	90% 9130_end; 10% 91E0_vc	habitatmap_stdized	habitatmap_stdized	14
TRIP002	TRI	Trimpontbos	108251	161454	VLD	Gevalideerd	P	Peilbuis/Piëzometer	41835	90% 9130_end; 10% 91E0_vc	2	10	1	103	1	985	19668	1.43	58.16	90% 9130_end; 10% 91E0_vc	habitatmap_stdized	habitatmap_stdized	11
