loc_code	area_code	area_name	x	y	loc_validitycode	loc_validity	loc_typecode	loc_typename	polygon_id	description_orig	patch_id	phab	certain	type	groupnr	rasterid	opp	filterdepth	soilsurf_ost	description	source.x	source.y	typegroup_name
ASSP006	ASS	Assebroekse meersen	74033	208916	VLD	Gevalideerd	P	Peilbuis/Piëzometer	35579	70% rbbhc; 30% gh	1	70	1	68	3	961	54187	1.03	4.44	70% rbbhc; 30% gh	habitatmap_stdized	habitatmap_stdized	13
ASSP009	ASS	Assebroekse meersen	73613	208584	VLD	Gevalideerd	P	Peilbuis/Piëzometer	15096	60% rbbzil; 20% rbbhc; 20% gh	1	60	1	75	3	961	114547	1.06	4.24	60% rbbzil; 20% rbbhc; 20% gh	habitatmap_stdized	habitatmap_stdized	13
ASSP009	ASS	Assebroekse meersen	73613	208584	VLD	Gevalideerd	P	Peilbuis/Piëzometer	15096	60% rbbzil; 20% rbbhc; 20% gh	2	20	1	68	3	961	114547	1.06	4.24	60% rbbzil; 20% rbbhc; 20% gh	habitatmap_stdized	habitatmap_stdized	13
ASSP010	ASS	Assebroekse meersen	73583	208390	VLD	Gevalideerd	P	Peilbuis/Piëzometer	15096	60% rbbzil; 20% rbbhc; 20% gh	1	60	1	75	3	961	114547	1.02	4.33	60% rbbzil; 20% rbbhc; 20% gh	habitatmap_stdized	habitatmap_stdized	13
ASSP010	ASS	Assebroekse meersen	73583	208390	VLD	Gevalideerd	P	Peilbuis/Piëzometer	15096	60% rbbzil; 20% rbbhc; 20% gh	2	20	1	68	3	961	114547	1.02	4.33	60% rbbzil; 20% rbbhc; 20% gh	habitatmap_stdized	habitatmap_stdized	13
ASSP012	ASS	Assebroekse meersen	72225	209204	VLD	Gevalideerd	P	Peilbuis/Piëzometer	50219	100% rbbhc	1	100	1	68	3	961	2447	1.02	5.34	100% rbbhc	habitatmap_stdized	habitatmap_stdized	13
ASSP013	ASS	Assebroekse meersen	71484	208585	VLD	Gevalideerd	P	Peilbuis/Piëzometer	54703	60% 9120; 20% 9160; 20% 91E0_vm	2	20	1	98	4	961	91562	1.97	5.26	60% 9120; 20% 9160; 20% 91E0_vm	habitatmap_stdized	habitatmap_stdized	14
ASSP013	ASS	Assebroekse meersen	71484	208585	VLD	Gevalideerd	P	Peilbuis/Piëzometer	54703	60% 9120; 20% 9160; 20% 91E0_vm	3	20	1	104	1	961	91562	1.97	5.26	60% 9120; 20% 9160; 20% 91E0_vm	habitatmap_stdized	habitatmap_stdized	11
ASSP014	ASS	Assebroekse meersen	72187	208338	VLD	Gevalideerd	P	Peilbuis/Piëzometer	58435	100% 91E0_va	1	100	1	102	4	961	14388	2	0.98	100% 91E0_va	habitatmap_stdized	habitatmap_stdized	14
ASSP105	ASS	Assebroekse meersen	73910	208647	VLD	Gevalideerd	P	Peilbuis/Piëzometer	5928	70% rbbzil; 30% rbbhc	1	70	1	75	3	961	80272	2.05	4.53	70% rbbzil; 30% rbbhc	habitatmap_stdized	habitatmap_stdized	13
ASSP105	ASS	Assebroekse meersen	73910	208647	VLD	Gevalideerd	P	Peilbuis/Piëzometer	5928	70% rbbzil; 30% rbbhc	2	30	1	68	3	961	80272	2.05	4.53	70% rbbzil; 30% rbbhc	habitatmap_stdized	habitatmap_stdized	13
ASSP106	ASS	Assebroekse meersen	74033	208916	VLD	Gevalideerd	P	Peilbuis/Piëzometer	35579	70% rbbhc; 30% gh	1	70	1	68	3	961	54187	2.2	4.65	70% rbbhc; 30% gh	habitatmap_stdized	habitatmap_stdized	13
ASSP109	ASS	Assebroekse meersen	73613	208584	VLD	Gevalideerd	P	Peilbuis/Piëzometer	15096	60% rbbzil; 20% rbbhc; 20% gh	1	60	1	75	3	961	114547	2.22	4.28	60% rbbzil; 20% rbbhc; 20% gh	habitatmap_stdized	habitatmap_stdized	13
ASSP109	ASS	Assebroekse meersen	73613	208584	VLD	Gevalideerd	P	Peilbuis/Piëzometer	15096	60% rbbzil; 20% rbbhc; 20% gh	2	20	1	68	3	961	114547	2.22	4.28	60% rbbzil; 20% rbbhc; 20% gh	habitatmap_stdized	habitatmap_stdized	13
ASSP110	ASS	Assebroekse meersen	73583	208390	VLD	Gevalideerd	P	Peilbuis/Piëzometer	15096	60% rbbzil; 20% rbbhc; 20% gh	1	60	1	75	3	961	114547	2.17	4.4	60% rbbzil; 20% rbbhc; 20% gh	habitatmap_stdized	habitatmap_stdized	13
ASSP110	ASS	Assebroekse meersen	73583	208390	VLD	Gevalideerd	P	Peilbuis/Piëzometer	15096	60% rbbzil; 20% rbbhc; 20% gh	2	20	1	68	3	961	114547	2.17	4.4	60% rbbzil; 20% rbbhc; 20% gh	habitatmap_stdized	habitatmap_stdized	13
ASSP112	ASS	Assebroekse meersen	72157	208326	VLD	Gevalideerd	P	Peilbuis/Piëzometer	58435	100% 91E0_va	1	100	1	102	4	961	14388	1.48	4.955	100% 91E0_va	habitatmap_stdized	habitatmap_stdized	14
ATGP003	ATG	Antitankgracht Haacht	170190	185574	VLD	Gevalideerd	P	Peilbuis/Piëzometer	47307	70% gh; 30% 91E0_vn	2	30	1	105	3	902	8372	1.13	9.74	70% gh; 30% 91E0_vn	habitatmap_stdized	habitatmap_stdized	13
AVEP006	AVE	Averbode	194185	191785	VLD	Gevalideerd	P	Peilbuis/Piëzometer	13200	80% gh; 20% 4010	2	20	1	38	3	54	3848	1.5	21.77	80% gh; 20% 4010	habitatmap_stdized	habitatmap_stdized	13
AVEP007	AVE	Averbode	194071	191836	VLD	Gevalideerd	P	Peilbuis/Piëzometer	13198	100% 4010	1	100	1	38	3	54	5674	1.98	22.46	100% 4010	habitatmap_stdized	habitatmap_stdized	13
AVEP032	AVE	Averbode	192603	192680	VLD	Gevalideerd	P	Peilbuis/Piëzometer	21280	100% 4010,4030	1	100	0	38	3	310	28221	1.12	20.15	100% 4010,4030	habitatmap_stdized	habitatmap_stdized	13
AVEP036	AVE	Averbode	194308	192708	VLD	Gevalideerd	P	Peilbuis/Piëzometer	9874	100% 4010,4030	1	100	0	38	3	54	24319	2.75	22.731	100% 4010,4030	habitatmap_stdized	habitatmap_stdized	13
BARP002	BAR	Berlarebroek	123793	190948	VLD	Gevalideerd	P	Peilbuis/Piëzometer	29891	80% gh; 20% 91E0_vm	2	20	1	104	1	681	12209	1.28	1.25	80% gh; 20% 91E0_vm	habitatmap_stdized	habitatmap_stdized	11
BARP003	BAR	Berlarebroek	123702	191007	VLD	Gevalideerd	P	Peilbuis/Piëzometer	15156	60% 91E0_vn; 40% gh	1	60	1	105	3	681	23888	1.51	1.26	60% 91E0_vn; 40% gh	habitatmap_stdized	habitatmap_stdized	13
BARP004	BAR	Berlarebroek	124145	191341	VLD	Gevalideerd	P	Peilbuis/Piëzometer	21977	60% gh; 40% 91E0_vm	2	40	1	104	1	681	12945	2.45	0.66	60% gh; 40% 91E0_vm	habitatmap_stdized	habitatmap_stdized	11
BARP010	BAR	Berlarebroek	123418	193776	VLD	Gevalideerd	P	Peilbuis/Piëzometer	17137	100% 91E0_vm	1	100	1	104	1	681	2118	1.19	2.358	100% 91E0_vm	habitatmap_stdized	habitatmap_stdized	11
BARP011	BAR	Berlarebroek	122829	193554	VLD	Gevalideerd	P	Peilbuis/Piëzometer	30031	100% 91E0_vm	1	100	1	104	1	681	33122	1.43	1.53	100% 91E0_vm	habitatmap_stdized	habitatmap_stdized	11
BARP200	BAR	Berlarebroek	124175	191347	ENT	Ingegeven	P	Peilbuis/Piëzometer	15417	100% rbbhf	1	100	1	70	3	681	2058	2.72	1.282	100% rbbhfl	habitatmap_stdized + interpretation	habitatmap_stdized + interpretation	13
BARP201	BAR	Berlarebroek	124175	191347	ENT	Ingegeven	P	Peilbuis/Piëzometer	15417	100% rbbhf	1	100	1	70	3	681	2058	0.37	2.641	100% rbbhfl	habitatmap_stdized + interpretation	habitatmap_stdized + interpretation	13
BARP205	BAR	Berlarebroek	124177	191283	VLD	Gevalideerd	P	Peilbuis/Piëzometer	21977	60% gh; 40% 91E0_vm	2	40	1	104	1	681	12945	2.08	0.2	60% gh; 40% 91E0_vm	habitatmap_stdized	habitatmap_stdized	11
BASP001	BAS	Bastenakker	112688	187526	VLD	Gevalideerd	P	Peilbuis/Piëzometer	57666	70% 91E0_va; 30% 91E0_vn	1	70	1	102	4	905	7177	1.75	5.41	70% 91E0_va; 30% 91E0_vn	habitatmap_stdized	habitatmap_stdized	14
BASP001	BAS	Bastenakker	112688	187526	VLD	Gevalideerd	P	Peilbuis/Piëzometer	57666	70% 91E0_va; 30% 91E0_vn	2	30	1	105	3	905	7177	1.75	5.41	70% 91E0_va; 30% 91E0_vn	habitatmap_stdized	habitatmap_stdized	13
BAVP002	BAV	Bassevillebeek	51523	170489	VLD	Gevalideerd	P	Peilbuis/Piëzometer	67570	70% rbbhf; 30% gh	1	70	1	69	3	465	22654	2.29	49.671	70% rbbhf; 30% gh	habitatmap_stdized	habitatmap_stdized	13
BBHP003	BBH	Bels Broek en Heide	198308	204453	ENT	Ingegeven	P	Peilbuis/Piëzometer	4894	70% gh; 20% 91E0_vm; 10% rbbmr	2	20	1	104	1	502	68501	1.15	21.933	70% gh; 20% 91E0_vm; 10% rbbmr	habitatmap_stdized	habitatmap_stdized	11
BBHP003	BBH	Bels Broek en Heide	198308	204453	ENT	Ingegeven	P	Peilbuis/Piëzometer	4894	70% gh; 20% 91E0_vm; 10% rbbmr	3	10	1	88	2	502	68501	1.15	21.933	70% gh; 20% 91E0_vm; 10% rbbmr	habitatmap_stdized	habitatmap_stdized	12
BBHP004	BBH	Bels Broek en Heide	198334	204298	ENT	Ingegeven	P	Peilbuis/Piëzometer	4894	70% gh; 20% 91E0_vm; 10% rbbmr	2	20	1	104	1	502	68501	1.01	21.751	70% gh; 20% 91E0_vm; 10% rbbmr	habitatmap_stdized	habitatmap_stdized	11
BBHP004	BBH	Bels Broek en Heide	198334	204298	ENT	Ingegeven	P	Peilbuis/Piëzometer	4894	70% gh; 20% 91E0_vm; 10% rbbmr	3	10	1	88	2	502	68501	1.01	21.751	70% gh; 20% 91E0_vm; 10% rbbmr	habitatmap_stdized	habitatmap_stdized	12
BBHP008	BBH	Bels Broek en Heide	198638	204791	ENT	Ingegeven	P	Peilbuis/Piëzometer	41967	90% gh; 10% 6230_hmo	2	10	1	51	4	502	7138	1.53	22.79	90% gh; 10% 6230_hmo	habitatmap_stdized	habitatmap_stdized	14
BDHP010	BDH	De Haan	59409	221426	VLD	Gevalideerd	P	Peilbuis/Piëzometer	35512	40% 2160; 30% 2130_hd; 20% gh; 10% 2120	1	40	1	17	4	437	49058	2.3	6.322	40% 2160; 30% 2130_hd; 20% gh; 10% 2120	habitatmap_stdized	habitatmap_stdized	14
BDHP010	BDH	De Haan	59409	221426	VLD	Gevalideerd	P	Peilbuis/Piëzometer	35512	40% 2160; 30% 2130_hd; 20% gh; 10% 2120	2	30	1	15	5	437	49058	2.3	6.322	40% 2160; 30% 2130_hd; 20% gh; 10% 2120	habitatmap_stdized	habitatmap_stdized	15
BDHP011	BDH	De Haan	58778	220729	VLD	Gevalideerd	P	Peilbuis/Piëzometer	49209	100% 2190	1	100	1	23	4	437	676	2.25	5.444	100% 2190_overig	habitatmap_stdized + interpretation	habitatmap_stdized + interpretation	14
BEBP001	BEB	Bellebeek	137281	173425	VLD	Gevalideerd	P	Peilbuis/Piëzometer	60285	100% 91E0_vn	1	100	1	105	3	633	72586	3	25.34	100% 91E0_vn	habitatmap_stdized	habitatmap_stdized	13
BEBP002	BEB	Bellebeek	137755	173562	VLD	Gevalideerd	P	Peilbuis/Piëzometer	60285	100% 91E0_vn	1	100	1	105	3	633	72586	2.45	22.7	100% 91E0_vn	habitatmap_stdized	habitatmap_stdized	13
BEBP003	BEB	Bellebeek	137289	173470	VLD	Gevalideerd	P	Peilbuis/Piëzometer	60285	100% 91E0_vn	1	100	1	105	3	633	72586	3	24.16	100% 91E0_vn	habitatmap_stdized	habitatmap_stdized	13
BEBP004	BEB	Bellebeek	137348	173496	VLD	Gevalideerd	P	Peilbuis/Piëzometer	60285	100% 91E0_vn	1	100	1	105	3	633	72586	3	23.33	100% 91E0_vn	habitatmap_stdized	habitatmap_stdized	13
BEBP005	BEB	Bellebeek	137414	173506	VLD	Gevalideerd	P	Peilbuis/Piëzometer	60285	100% 91E0_vn	1	100	1	105	3	633	72586	2.2	22.82	100% 91E0_vn	habitatmap_stdized	habitatmap_stdized	13
BEBP006	BEB	Bellebeek	137470	173498	VLD	Gevalideerd	P	Peilbuis/Piëzometer	60285	100% 91E0_vn	1	100	1	105	3	633	72586	2.2	23.58	100% 91E0_vn	habitatmap_stdized	habitatmap_stdized	13
BEBP007	BEB	Bellebeek	137557	173539	VLD	Gevalideerd	P	Peilbuis/Piëzometer	60285	100% 91E0_vn	1	100	1	105	3	633	72586	2.28	23.36	100% 91E0_vn	habitatmap_stdized	habitatmap_stdized	13
BEBP009	BEB	Bellebeek	137668	173499	VLD	Gevalideerd	P	Peilbuis/Piëzometer	60285	100% 91E0_vn	1	100	1	105	3	633	72586	2.15	23.11	100% 91E0_vn	habitatmap_stdized	habitatmap_stdized	13
BEBP010	BEB	Bellebeek	137710	173516	VLD	Gevalideerd	P	Peilbuis/Piëzometer	60285	100% 91E0_vn	1	100	1	105	3	633	72586	2.2	23.01	100% 91E0_vn	habitatmap_stdized	habitatmap_stdized	13
BEBP012	BEB	Bellebeek	133244	174908	VLD	Gevalideerd	P	Peilbuis/Piëzometer	48190	100% 6430,rbbhf	1	100	0	59	3	505	5648	2.2	13.91	100% 6430_hf,rbbhf	habitatmap_stdized + interpretation	habitatmap_stdized + interpretation	13
BEBP012	BEB	Bellebeek	133244	174908	VLD	Gevalideerd	P	Peilbuis/Piëzometer	48190	100% 6430,rbbhf	1	100	0	69	3	505	5648	2.2	13.91	100% 6430_hf,rbbhf	habitatmap_stdized + interpretation	habitatmap_stdized	13
BEBP013	BEB	Bellebeek	133268	174873	VLD	Gevalideerd	P	Peilbuis/Piëzometer	48190	100% 6430,rbbhf	1	100	0	59	3	505	5648	1.09	13.9	100% 6430_hf,rbbhf	habitatmap_stdized + interpretation	habitatmap_stdized + interpretation	13
BEBP013	BEB	Bellebeek	133268	174873	VLD	Gevalideerd	P	Peilbuis/Piëzometer	48190	100% 6430,rbbhf	1	100	0	69	3	505	5648	1.09	13.9	100% 6430_hf,rbbhf	habitatmap_stdized + interpretation	habitatmap_stdized	13
BELP001	BEL	de Belvédère	28357	199975	VLD	Gevalideerd	P	Peilbuis/Piëzometer	32256	100% 2180	1	100	1	19	4	177	5849	2	5.341	100% 2180	habitatmap_stdized	habitatmap_stdized	14
BELP004	BEL	de Belvédère	28016	199778	VLD	Gevalideerd	P	Peilbuis/Piëzometer	24460	70% rbbkam; 30% rbbzil	1	70	1	71	5	177	51368	2.47	5.47	70% rbbkam; 30% rbbzil	habitatmap_stdized	habitatmap_stdized	15
BELP004	BEL	de Belvédère	28016	199778	VLD	Gevalideerd	P	Peilbuis/Piëzometer	24460	70% rbbkam; 30% rbbzil	2	30	1	75	3	177	51368	2.47	5.47	70% rbbkam; 30% rbbzil	habitatmap_stdized	habitatmap_stdized	13
BELP005	BEL	de Belvédère	28044	199714	VLD	Gevalideerd	P	Peilbuis/Piëzometer	24460	70% rbbkam; 30% rbbzil	1	70	1	71	5	177	51368	0.96	4.33	70% rbbkam; 30% rbbzil	habitatmap_stdized	habitatmap_stdized	15
BELP005	BEL	de Belvédère	28044	199714	VLD	Gevalideerd	P	Peilbuis/Piëzometer	24460	70% rbbkam; 30% rbbzil	2	30	1	75	3	177	51368	0.96	4.33	70% rbbkam; 30% rbbzil	habitatmap_stdized	habitatmap_stdized	13
BELP006	BEL	de Belvédère	28068	199648	VLD	Gevalideerd	P	Peilbuis/Piëzometer	24460	70% rbbkam; 30% rbbzil	1	70	1	71	5	177	51368	0.99	4.1	70% rbbkam; 30% rbbzil	habitatmap_stdized	habitatmap_stdized	15
BELP006	BEL	de Belvédère	28068	199648	VLD	Gevalideerd	P	Peilbuis/Piëzometer	24460	70% rbbkam; 30% rbbzil	2	30	1	75	3	177	51368	0.99	4.1	70% rbbkam; 30% rbbzil	habitatmap_stdized	habitatmap_stdized	13
BELP008	BEL	de Belvédère	28242	199806	VLD	Gevalideerd	P	Peilbuis/Piëzometer	24460	70% rbbkam; 30% rbbzil	1	70	1	71	5	177	51368	1.9	4.23	70% rbbkam; 30% rbbzil	habitatmap_stdized	habitatmap_stdized	15
BELP008	BEL	de Belvédère	28242	199806	VLD	Gevalideerd	P	Peilbuis/Piëzometer	24460	70% rbbkam; 30% rbbzil	2	30	1	75	3	177	51368	1.9	4.23	70% rbbkam; 30% rbbzil	habitatmap_stdized	habitatmap_stdized	13
BELP009	BEL	de Belvédère	28145	199761	VLD	Gevalideerd	P	Peilbuis/Piëzometer	24460	70% rbbkam; 30% rbbzil	1	70	1	71	5	177	51368	1.13	4.38	70% rbbkam; 30% rbbzil	habitatmap_stdized	habitatmap_stdized	15
BELP009	BEL	de Belvédère	28145	199761	VLD	Gevalideerd	P	Peilbuis/Piëzometer	24460	70% rbbkam; 30% rbbzil	2	30	1	75	3	177	51368	1.13	4.38	70% rbbkam; 30% rbbzil	habitatmap_stdized	habitatmap_stdized	13
BELP010	BEL	de Belvédère	27947	199669	VLD	Gevalideerd	P	Peilbuis/Piëzometer	24460	70% rbbkam; 30% rbbzil	1	70	1	71	5	177	51368	1.6	4.73	70% rbbkam; 30% rbbzil	habitatmap_stdized	habitatmap_stdized	15
BELP010	BEL	de Belvédère	27947	199669	VLD	Gevalideerd	P	Peilbuis/Piëzometer	24460	70% rbbkam; 30% rbbzil	2	30	1	75	3	177	51368	1.6	4.73	70% rbbkam; 30% rbbzil	habitatmap_stdized	habitatmap_stdized	13
BELP011	BEL	de Belvédère	28088	200085	ENT	Ingegeven	P	Peilbuis/Piëzometer	28985	100% 2130_hd	1	100	1	15	5	177	57639	2.35	6.859	100% 2130_hd	habitatmap_stdized	habitatmap_stdized	15
BNDP001	BND	Bunders	178755	195414	VLD	Gevalideerd	P	Peilbuis/Piëzometer	46680	95% rbbhf; 5% rbbsf	1	95	1	69	3	86	65086	1.08	8.4	95% rbbhf; 5% rbbsf	habitatmap_stdized	habitatmap_stdized	13
BNDP001	BND	Bunders	178755	195414	VLD	Gevalideerd	P	Peilbuis/Piëzometer	46680	95% rbbhf; 5% rbbsf	2	5	1	109	3	86	65086	1.08	8.4	95% rbbhf; 5% rbbsf	habitatmap_stdized	habitatmap_stdized	13
BNDP002	BND	Bunders	178702	195360	VLD	Gevalideerd	P	Peilbuis/Piëzometer	46680	95% rbbhf; 5% rbbsf	1	95	1	69	3	86	65086	1.58	8.37	95% rbbhf; 5% rbbsf	habitatmap_stdized	habitatmap_stdized	13
BNDP002	BND	Bunders	178702	195360	VLD	Gevalideerd	P	Peilbuis/Piëzometer	46680	95% rbbhf; 5% rbbsf	2	5	1	109	3	86	65086	1.58	8.37	95% rbbhf; 5% rbbsf	habitatmap_stdized	habitatmap_stdized	13
BNDP003	BND	Bunders	178646	195252	ENT	Ingegeven	P	Peilbuis/Piëzometer	46680	95% rbbhf; 5% rbbsf	1	95	1	69	3	86	65086	1.84	8.62	95% rbbhf; 5% rbbsf	habitatmap_stdized	habitatmap_stdized	13
BNDP003	BND	Bunders	178646	195252	ENT	Ingegeven	P	Peilbuis/Piëzometer	46680	95% rbbhf; 5% rbbsf	2	5	1	109	3	86	65086	1.84	8.62	95% rbbhf; 5% rbbsf	habitatmap_stdized	habitatmap_stdized	13
BNDP004	BND	Bunders	178562	195145	VLD	Gevalideerd	P	Peilbuis/Piëzometer	46680	95% rbbhf; 5% rbbsf	1	95	1	69	3	86	65086	1.75	8.52	95% rbbhf; 5% rbbsf	habitatmap_stdized	habitatmap_stdized	13
BNDP004	BND	Bunders	178562	195145	VLD	Gevalideerd	P	Peilbuis/Piëzometer	46680	95% rbbhf; 5% rbbsf	2	5	1	109	3	86	65086	1.75	8.52	95% rbbhf; 5% rbbsf	habitatmap_stdized	habitatmap_stdized	13
BNDP101	BND	Bunders	178755	195414	VLD	Gevalideerd	P	Peilbuis/Piëzometer	46680	95% rbbhf; 5% rbbsf	1	95	1	69	3	86	65086	1.08	8.36	95% rbbhf; 5% rbbsf	habitatmap_stdized	habitatmap_stdized	13
BNDP101	BND	Bunders	178755	195414	VLD	Gevalideerd	P	Peilbuis/Piëzometer	46680	95% rbbhf; 5% rbbsf	2	5	1	109	3	86	65086	1.08	8.36	95% rbbhf; 5% rbbsf	habitatmap_stdized	habitatmap_stdized	13
BNDP104	BND	Bunders	178561	195145	VLD	Gevalideerd	P	Peilbuis/Piëzometer	46680	95% rbbhf; 5% rbbsf	1	95	1	69	3	86	65086	2.9	8.37	95% rbbhf; 5% rbbsf	habitatmap_stdized	habitatmap_stdized	13
BNDP104	BND	Bunders	178561	195145	VLD	Gevalideerd	P	Peilbuis/Piëzometer	46680	95% rbbhf; 5% rbbsf	2	5	1	109	3	86	65086	2.9	8.37	95% rbbhf; 5% rbbsf	habitatmap_stdized	habitatmap_stdized	13
BOBP003	BOB	Bosbeekvallei	235747	190459	VLD	Gevalideerd	P	Peilbuis/Piëzometer	5906	70% rbbhc; 30% gh	1	70	1	68	3	594	6396	1.17	68.494	70% rbbhc; 30% gh	habitatmap_stdized	habitatmap_stdized	13
BOBP005	BOB	Bosbeekvallei	236659	191978	VLD	Gevalideerd	P	Peilbuis/Piëzometer	15069	70% rbbsf; 30% 91E0_vm	1	70	1	109	3	594	2449	1.63	62.552	70% rbbsf; 30% 91E0_vm	habitatmap_stdized	habitatmap_stdized	13
BOBP005	BOB	Bosbeekvallei	236659	191978	VLD	Gevalideerd	P	Peilbuis/Piëzometer	15069	70% rbbsf; 30% 91E0_vm	2	30	1	104	1	594	2449	1.63	62.552	70% rbbsf; 30% 91E0_vm	habitatmap_stdized	habitatmap_stdized	11
BOBP006	BOB	Bosbeekvallei	236581	191994	VLD	Gevalideerd	P	Peilbuis/Piëzometer	25599	80% gh; 20% 91E0_vm; 0% 91E0_vc	2	20	1	104	1	594	3230	0.79	63.075	80% gh; 20% 91E0_vm; 0% 91E0_vc	habitatmap_stdized	habitatmap_stdized	11
BOBP006	BOB	Bosbeekvallei	236581	191994	VLD	Gevalideerd	P	Peilbuis/Piëzometer	25599	80% gh; 20% 91E0_vm; 0% 91E0_vc	3	0	1	103	1	594	3230	0.79	63.075	80% gh; 20% 91E0_vm; 0% 91E0_vc	habitatmap_stdized	habitatmap_stdized	11
BOBP007	BOB	Bosbeekvallei	236555	192260	VLD	Gevalideerd	P	Peilbuis/Piëzometer	8665	60% rbbms; 40% 3130_aom	1	60	1	89	2	594	3763	1	63.546	60% rbbms; 40% 3130_aom	habitatmap_stdized	habitatmap_stdized	12
BOBP010	BOB	Bosbeekvallei	236749	192694	VLD	Gevalideerd	P	Peilbuis/Piëzometer	24845	60% gh; 30% rbbms; 10% 7140_meso	2	30	1	89	2	594	6482	1.73	62.875	60% gh; 30% rbbms; 10% 7140_meso	habitatmap_stdized	habitatmap_stdized	12
BOBP010	BOB	Bosbeekvallei	236749	192694	VLD	Gevalideerd	P	Peilbuis/Piëzometer	24845	60% gh; 30% rbbms; 10% 7140_meso	3	10	1	80	1	594	6482	1.73	62.875	60% gh; 30% rbbms; 10% 7140_meso	habitatmap_stdized	habitatmap_stdized	11
BOBP011	BOB	Bosbeekvallei	236805	192610	VLD	Gevalideerd	P	Peilbuis/Piëzometer	20800	80% 91E0_vm; 20% gh; 0% 91E0_vc	1	80	1	104	1	594	10952	0.81	61.103	80% 91E0_vm; 20% gh; 0% 91E0_vc	habitatmap_stdized	habitatmap_stdized	11
BOBP011	BOB	Bosbeekvallei	236805	192610	VLD	Gevalideerd	P	Peilbuis/Piëzometer	20800	80% 91E0_vm; 20% gh; 0% 91E0_vc	3	0	1	103	1	594	10952	0.81	61.103	80% 91E0_vm; 20% gh; 0% 91E0_vc	habitatmap_stdized	habitatmap_stdized	11
BOBP012	BOB	Bosbeekvallei	237750	193729	VLD	Gevalideerd	P	Peilbuis/Piëzometer	19560	60% gh; 30% 91E0_vm; 10% rbbsf	2	30	1	104	1	594	13835	1.43	58.61	60% gh; 30% 91E0_vm; 10% rbbsf	habitatmap_stdized	habitatmap_stdized	11
BOBP012	BOB	Bosbeekvallei	237750	193729	VLD	Gevalideerd	P	Peilbuis/Piëzometer	19560	60% gh; 30% 91E0_vm; 10% rbbsf	3	10	1	109	3	594	13835	1.43	58.61	60% gh; 30% 91E0_vm; 10% rbbsf	habitatmap_stdized	habitatmap_stdized	13
BOBP013	BOB	Bosbeekvallei	237802	193662	VLD	Gevalideerd	P	Peilbuis/Piëzometer	19560	60% gh; 30% 91E0_vm; 10% rbbsf	2	30	1	104	1	594	13835	2.01	57.593	60% gh; 30% 91E0_vm; 10% rbbsf	habitatmap_stdized	habitatmap_stdized	11
BOBP013	BOB	Bosbeekvallei	237802	193662	VLD	Gevalideerd	P	Peilbuis/Piëzometer	19560	60% gh; 30% 91E0_vm; 10% rbbsf	3	10	1	109	3	594	13835	2.01	57.593	60% gh; 30% 91E0_vm; 10% rbbsf	habitatmap_stdized	habitatmap_stdized	13
BOBP014	BOB	Bosbeekvallei	239688	195995	VLD	Gevalideerd	P	Peilbuis/Piëzometer	20389	80% rbbmr; 20% gh	1	80	1	88	2	850	2690	1.67	52.067	80% rbbmr; 20% gh	habitatmap_stdized	habitatmap_stdized	12
BOBP015	BOB	Bosbeekvallei	239718	195897	VLD	Gevalideerd	P	Peilbuis/Piëzometer	20919	100% 91E0_vm	1	100	1	104	1	850	740	1.08	50.954	100% 91E0_vm	habitatmap_stdized	habitatmap_stdized	11
BOBP015	BOB	Bosbeekvallei	239718	195897	VLD	Gevalideerd	P	Peilbuis/Piëzometer	30088	100% rbbhf	1	100	1	70	3	850	3073	1.08	50.954	100% rbbhfl	habitatmap_stdized + interpretation	habitatmap_stdized + interpretation	13
BOBP016	BOB	Bosbeekvallei	239779	195779	VLD	Gevalideerd	P	Peilbuis/Piëzometer	20372	90% 91E0_vm; 10% 9120	1	90	1	104	1	850	11644	0.98	50.816	90% 91E0_vm; 10% 9120	habitatmap_stdized	habitatmap_stdized	11
BOBP017	BOB	Bosbeekvallei	239826	195698	VLD	Gevalideerd	P	Peilbuis/Piëzometer	20393	80% rbbmr; 20% gh	1	80	1	88	2	850	2740	2.25	51.825	80% rbbmr; 20% gh	habitatmap_stdized	habitatmap_stdized	12
BOBP018	BOB	Bosbeekvallei	240525	196690	VLD	Gevalideerd	P	Peilbuis/Piëzometer	20872	100% 91E0_vm	1	100	1	104	1	850	15882	1.31	47.724	100% 91E0_vm	habitatmap_stdized	habitatmap_stdized	11
BOBP019	BOB	Bosbeekvallei	240619	196604	VLD	Gevalideerd	P	Peilbuis/Piëzometer	20872	100% 91E0_vm	1	100	1	104	1	850	15882	1.6	47.789	100% 91E0_vm	habitatmap_stdized	habitatmap_stdized	11
BOBP019	BOB	Bosbeekvallei	240619	196604	VLD	Gevalideerd	P	Peilbuis/Piëzometer	25790	100% 9160	1	100	1	98	4	850	4245	1.6	47.789	100% 9160	habitatmap_stdized	habitatmap_stdized	14
BOBP204	BOB	Bosbeekvallei	235345	190192	VLD	Gevalideerd	P	Peilbuis/Piëzometer	20803	90% gh; 10% 91E0_vm	2	10	1	104	1	594	20831	2.93	69.45	90% gh; 10% 91E0_vm	habitatmap_stdized	habitatmap_stdized	11
BOBP226	BOB	Bosbeekvallei	235393	190215	VLD	Gevalideerd	P	Peilbuis/Piëzometer	20803	90% gh; 10% 91E0_vm	2	10	1	104	1	594	20831	2.98	70.12	90% gh; 10% 91E0_vm	habitatmap_stdized	habitatmap_stdized	11
