loc_code	area_code	area_name	x	y	loc_validitycode	loc_validity	loc_typecode	loc_typename	filterdepth	soilsurf_ost	polygon_id	description_orig	description	source.x	patch_id	phab	certain	type	source.y	groupnr	typegroup_name	rasterid	opp
ABEP025	ABE	Abeek	229890	202069	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.75	58.858	551429_v2018	100% rbbsf	100% rbbsf	habitatmap_stdized	1	100	1	109	habitatmap_stdized	3	13	978	4413
ABEP027	ABE	Abeek	229792	202062	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	0.88	60.2	530254_v2018	90% gh; 10% 91E0_vn	90% gh; 10% 91E0_vn	habitatmap_stdized	2	10	1	105	habitatmap_stdized	3	13	978	3222
ABEP031	ABE	Abeek	230661	203698	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.85	53.07	551293_v2018	70% 7140_meso; 30% 3130_aom	70% 7140_meso; 30% 3130_aom	habitatmap_stdized	1	70	1	80	habitatmap_stdized	1	11	18	3636
ABEP032	ABE	Abeek	230638	203714	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.29	54.24	551275_v2018	100% rbbhf	100% rbbhf	habitatmap_stdized	1	100	1	69	habitatmap_stdized	3	13	18	3279
ABEP033	ABE	Abeek	230608	203730	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.32	54.834	551275_v2018	100% rbbhf	100% rbbhf	habitatmap_stdized	1	100	1	69	habitatmap_stdized	3	13	18	3279
ABEP034	ABE	Abeek	230678	203741	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.11	52.719	551293_v2018	70% 7140_meso; 30% 3130_aom	70% 7140_meso; 30% 3130_aom	habitatmap_stdized	1	70	1	80	habitatmap_stdized	1	11	18	3636
ABEP035	ABE	Abeek	230667	203754	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.64	53.448	551275_v2018	100% rbbhf	100% rbbhf	habitatmap_stdized	1	100	1	69	habitatmap_stdized	3	13	18	3279
ABEP035	ABE	Abeek	230667	203754	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.64	53.448	551277_v2018	60% rbbsf; 40% rbbmr	60% rbbsf; 40% rbbmr	habitatmap_stdized	1	60	1	109	habitatmap_stdized	3	13	18	2930
ABEP035	ABE	Abeek	230667	203754	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.64	53.448	551277_v2018	60% rbbsf; 40% rbbmr	60% rbbsf; 40% rbbmr	habitatmap_stdized	2	40	1	88	habitatmap_stdized	2	12	18	2930
ABEP036	ABE	Abeek	230650	203767	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.32	53.88	551275_v2018	100% rbbhf	100% rbbhf	habitatmap_stdized	1	100	1	69	habitatmap_stdized	3	13	18	3279
ABEP037	ABE	Abeek	230642	203779	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.31	55.212	551275_v2018	100% rbbhf	100% rbbhf	habitatmap_stdized	1	100	1	69	habitatmap_stdized	3	13	18	3279
ABEP041	ABE	Abeek	231078	204310	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.4	50.664	551229_v2018	100% rbbmr	100% rbbmr	habitatmap_stdized	1	100	1	88	habitatmap_stdized	2	12	18	4717
ABEP041	ABE	Abeek	231078	204310	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.4	50.664	551235_v2018	100% rbbmr	100% rbbmr	habitatmap_stdized	1	100	1	88	habitatmap_stdized	2	12	18	1550
ABEP042	ABE	Abeek	231054	204335	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.5	51.709	551231_v2018	100% rbbhc	100% rbbhc	habitatmap_stdized	1	100	1	68	habitatmap_stdized	3	13	18	1102
ABEP042	ABE	Abeek	231054	204335	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.5	51.709	551233_v2018	100% 6230,6410	100% 6230,6410_mo	habitatmap_stdized + interpretation	1	100	0	55	habitatmap_stdized + interpretation	3	13	18	4037
ABEP043	ABE	Abeek	231032	204357	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.36	53.45	551231_v2018	100% rbbhc	100% rbbhc	habitatmap_stdized	1	100	1	68	habitatmap_stdized	3	13	18	1102
ABEP043	ABE	Abeek	231032	204357	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.36	53.45	551233_v2018	100% 6230,6410	100% 6230,6410_mo	habitatmap_stdized + interpretation	1	100	0	55	habitatmap_stdized + interpretation	3	13	18	4037
ABEP044	ABE	Abeek	231093	204330	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.04	50.832	551229_v2018	100% rbbmr	100% rbbmr	habitatmap_stdized	1	100	1	88	habitatmap_stdized	2	12	18	4717
ABEP045	ABE	Abeek	231081	204382	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.22	52.35	551233_v2018	100% 6230,6410	100% 6230,6410_mo	habitatmap_stdized + interpretation	1	100	0	55	habitatmap_stdized + interpretation	3	13	18	4037
ABEP046	ABE	Abeek	231056	204396	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.57	53.211	551233_v2018	100% 6230,6410	100% 6230,6410_mo	habitatmap_stdized + interpretation	1	100	0	55	habitatmap_stdized + interpretation	3	13	18	4037
ABEP047	ABE	Abeek	231013	204367	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.55	53.4	551231_v2018	100% rbbhc	100% rbbhc	habitatmap_stdized	1	100	1	68	habitatmap_stdized	3	13	18	1102
ABEP049	ABE	Abeek	229263	195819	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2	76.85	471181_v2018	40% gh; 40% rbbkam; 10% 6230_ha; 10% rbbhc	40% gh; 40% rbbkam; 10% 6230_ha; 10% rbbhc	habitatmap_stdized	2	40	1	71	habitatmap_stdized	5	15	978	21999
ABEP049	ABE	Abeek	229263	195819	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2	76.85	471181_v2018	40% gh; 40% rbbkam; 10% 6230_ha; 10% rbbhc	40% gh; 40% rbbkam; 10% 6230_ha; 10% rbbhc	habitatmap_stdized	4	10	1	68	habitatmap_stdized	3	13	978	21999
ABEP107	ABE	Abeek	244825	206241	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.93	32.63	514856_v2018	70% rbbsf; 30% gh	70% rbbsf; 30% gh	habitatmap_stdized	1	70	1	109	habitatmap_stdized	3	13	402	23708
ABEP108	ABE	Abeek	244920	206371	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.85	33.63	514915_v2018	90% rbbmr; 10% rbbhf; 0% 3150	90% rbbmr; 10% rbbhfl; 0% 3150	habitatmap_stdized + interpretation	1	90	1	88	habitatmap_stdized	2	12	402	2729
ABEP108	ABE	Abeek	244920	206371	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.85	33.63	514915_v2018	90% rbbmr; 10% rbbhf; 0% 3150	90% rbbmr; 10% rbbhfl; 0% 3150	habitatmap_stdized + interpretation	2	10	1	70	habitatmap_stdized + interpretation	3	13	402	2729
ABEP109	ABE	Abeek	244859	206507	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.75	33.92	514927_v2018	90% rbbmr; 10% rbbhf; 0% 3150	90% rbbmr; 10% rbbhfl; 0% 3150	habitatmap_stdized + interpretation	1	90	1	88	habitatmap_stdized	2	12	402	1097
ABEP109	ABE	Abeek	244859	206507	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.75	33.92	514927_v2018	90% rbbmr; 10% rbbhf; 0% 3150	90% rbbmr; 10% rbbhfl; 0% 3150	habitatmap_stdized + interpretation	2	10	1	70	habitatmap_stdized + interpretation	3	13	402	1097
ABEP116	ABE	Abeek	242112	208630	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.55	33.72	514390_v2018	100% 9190	100% 9190	habitatmap_stdized	1	100	1	99	habitatmap_stdized	5	15	146	18792
ABEP119	ABE	Abeek	240908	208538	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.1	34.34	577910_v2018	100% 91E0_vm	100% 91E0_vm	habitatmap_stdized	1	100	1	104	habitatmap_stdized	1	11	146	87439
ABEP120	ABE	Abeek	240944	208726	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.56	34.31	550271_v2018	100% 9190	100% 9190	habitatmap_stdized	1	100	1	99	habitatmap_stdized	5	15	146	18512
ABEP121	ABE	Abeek	240946	209037	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.08	34.68	514462_v2018	100% 91E0_vm	100% 91E0_vm	habitatmap_stdized	1	100	1	104	habitatmap_stdized	1	11	146	178022
ABEP121	ABE	Abeek	240946	209037	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.08	34.68	514483_v2018	100% 91E0_vm	100% 91E0_vm	habitatmap_stdized	1	100	1	104	habitatmap_stdized	1	11	146	23208
ABEP122	ABE	Abeek	240978	209184	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.65	33.88	514483_v2018	100% 91E0_vm	100% 91E0_vm	habitatmap_stdized	1	100	1	104	habitatmap_stdized	1	11	146	23208
ABEP126	ABE	Abeek	239178	208571	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.94	35.89	550405_v2018	100% 91E0_vm	100% 91E0_vm	habitatmap_stdized	1	100	1	104	habitatmap_stdized	1	11	146	13756
ABEP130	ABE	Abeek	243072	207172	ENT	Ingegeven	P	Peilbuis/Pi<eb>zometer	2.67	33.64	550152_v2018	50% 91E0_vm; 50% 9190	50% 91E0_vm; 50% 9190	habitatmap_stdized	1	50	1	104	habitatmap_stdized	1	11	146	52370
ABEP130	ABE	Abeek	243072	207172	ENT	Ingegeven	P	Peilbuis/Pi<eb>zometer	2.67	33.64	550152_v2018	50% 91E0_vm; 50% 9190	50% 91E0_vm; 50% 9190	habitatmap_stdized	2	50	1	99	habitatmap_stdized	5	15	146	52370
ABEP131	ABE	Abeek	243044	207218	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.42	32.78	550152_v2018	50% 91E0_vm; 50% 9190	50% 91E0_vm; 50% 9190	habitatmap_stdized	1	50	1	104	habitatmap_stdized	1	11	146	52370
ABEP131	ABE	Abeek	243044	207218	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.42	32.78	550152_v2018	50% 91E0_vm; 50% 9190	50% 91E0_vm; 50% 9190	habitatmap_stdized	2	50	1	99	habitatmap_stdized	5	15	146	52370
ABEP133	ABE	Abeek	245756	206792	ENT	Ingegeven	P	Peilbuis/Pi<eb>zometer	2.68	33.33	609597_v2018	100% rbbmr	100% rbbmr	habitatmap_stdized	1	100	1	88	habitatmap_stdized	2	12	402	6334
AHRP007	AHR	Antwerpse haven rechteroever	145765	225074	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.699	3.759	550470_v2016	80% gh; 20% rbbmr	80% gh; 20% rbbmr	habitatmap_stdized	2	20	1	88	habitatmap_stdized	2	12	957	59882
AHRP008	AHR	Antwerpse haven rechteroever	145766	225074	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.152	3.692	550470_v2016	80% gh; 20% rbbmr	80% gh; 20% rbbmr	habitatmap_stdized	2	20	1	88	habitatmap_stdized	2	12	957	59882
AHRP009	AHR	Antwerpse haven rechteroever	145901	224859	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.048	3.938	550470_v2016	80% gh; 20% rbbmr	80% gh; 20% rbbmr	habitatmap_stdized	2	20	1	88	habitatmap_stdized	2	12	957	59882
AHRP010	AHR	Antwerpse haven rechteroever	145900	224859	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.993	4.033	550470_v2016	80% gh; 20% rbbmr	80% gh; 20% rbbmr	habitatmap_stdized	2	20	1	88	habitatmap_stdized	2	12	957	59882
ALMP001	ALM	Aalmoezenijbos / Aelmoeseneiebos / Gontrodebos	109770	185010	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.59	14.68	659245_v2014	100% 91E0_va	100% 91E0_va	habitatmap_stdized	1	100	1	102	habitatmap_stdized	4	14	601	8585
ALMP002	ALM	Aalmoezenijbos / Aelmoeseneiebos / Gontrodebos	109744	185010	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.2	13.8	651807_v2014	100% 91E0_va	100% 91E0_va	habitatmap_stdized	1	100	1	102	habitatmap_stdized	4	14	601	13491
ALMP003	ALM	Aalmoezenijbos / Aelmoeseneiebos / Gontrodebos	110287	185136	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	0.85	18.33	628668_v2014	100% 9130_end	100% 9130_end	habitatmap_stdized	1	100	1	95	habitatmap_stdized	4	14	601	28575
ARHP009	ARH	Aronst Hoek	203834	177051	ENT	Ingegeven	P	Peilbuis/Pi<eb>zometer	2.1	24.31	628374_v2014	70% rbbmr; 30% gh	70% rbbmr; 30% gh	habitatmap_stdized	1	70	1	88	habitatmap_stdized	2	12	486	35033
ARHP010	ARH	Aronst Hoek	203804	177070	ENT	Ingegeven	P	Peilbuis/Pi<eb>zometer	2.3	24.191	628374_v2014	70% rbbmr; 30% gh	70% rbbmr; 30% gh	habitatmap_stdized	1	70	1	88	habitatmap_stdized	2	12	486	35033
ARHP011	ARH	Aronst Hoek	203778	177234	ENT	Ingegeven	P	Peilbuis/Pi<eb>zometer	2	24.143	584417_v2014	80% gh; 20% rbbmr	80% gh; 20% rbbmr	habitatmap_stdized	2	20	1	88	habitatmap_stdized	2	12	486	66975
ARHP013	ARH	Aronst Hoek	203744	177259	ENT	Ingegeven	P	Peilbuis/Pi<eb>zometer	2.3	24.407	584417_v2014	80% gh; 20% rbbmr	80% gh; 20% rbbmr	habitatmap_stdized	2	20	1	88	habitatmap_stdized	2	12	486	66975
ASBP001	ASB	Asbeek	238494	179477	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	0.96	71.947	650341_v2014	70% 91E0_vo; 30% rbbsm	70% 91E0_vo; 30% rbbsm	habitatmap_stdized	1	70	1	106	habitatmap_stdized	1	11	1010	31562
ASBP001	ASB	Asbeek	238494	179477	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	0.96	71.947	650341_v2014	70% 91E0_vo; 30% rbbsm	70% 91E0_vo; 30% rbbsm	habitatmap_stdized	2	30	1	41	habitatmap_stdized	3	13	1010	31562
ASBP002	ASB	Asbeek	238407	179495	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.06	68.959	649984_v2014	65% 6230_hmo; 35% 4010	65% 6230_hmo; 35% 4010	habitatmap_stdized	1	65	1	51	habitatmap_stdized	4	14	1010	1518
ASBP002	ASB	Asbeek	238407	179495	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.06	68.959	649984_v2014	65% 6230_hmo; 35% 4010	65% 6230_hmo; 35% 4010	habitatmap_stdized	2	35	1	38	habitatmap_stdized	3	13	1010	1518
ASBP002	ASB	Asbeek	238407	179495	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.06	68.959	650478_v2014	70% 91E0_vo; 30% rbbsm	70% 91E0_vo; 30% rbbsm	habitatmap_stdized	1	70	1	106	habitatmap_stdized	1	11	1010	5761
ASBP002	ASB	Asbeek	238407	179495	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.06	68.959	650478_v2014	70% 91E0_vo; 30% rbbsm	70% 91E0_vo; 30% rbbsm	habitatmap_stdized	2	30	1	41	habitatmap_stdized	3	13	1010	5761
ASBP003	ASB	Asbeek	238036	179497	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.1	75.931	649883_v2014	60% rbbhc; 20% rbbmc; 10% 7140_meso; 10% 6230_hmo	60% rbbhc; 20% rbbmc; 10% 7140_meso; 10% 6230_hmo	habitatmap_stdized	1	60	1	68	habitatmap_stdized	3	13	1010	67966
ASBP003	ASB	Asbeek	238036	179497	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.1	75.931	649883_v2014	60% rbbhc; 20% rbbmc; 10% 7140_meso; 10% 6230_hmo	60% rbbhc; 20% rbbmc; 10% 7140_meso; 10% 6230_hmo	habitatmap_stdized	2	20	1	87	habitatmap_stdized	2	12	1010	67966
ASBP003	ASB	Asbeek	238036	179497	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.1	75.931	649883_v2014	60% rbbhc; 20% rbbmc; 10% 7140_meso; 10% 6230_hmo	60% rbbhc; 20% rbbmc; 10% 7140_meso; 10% 6230_hmo	habitatmap_stdized	3	10	1	80	habitatmap_stdized	1	11	1010	67966
ASBP003	ASB	Asbeek	238036	179497	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.1	75.931	649883_v2014	60% rbbhc; 20% rbbmc; 10% 7140_meso; 10% 6230_hmo	60% rbbhc; 20% rbbmc; 10% 7140_meso; 10% 6230_hmo	habitatmap_stdized	4	10	1	51	habitatmap_stdized	4	14	1010	67966
ASBP004	ASB	Asbeek	239164	178996	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.56	74.884	586052_v2014	70% gh; 30% 91E0_vo	70% gh; 30% 91E0_vo	habitatmap_stdized	2	30	1	106	habitatmap_stdized	1	11	1010	7925
ASEP001	ASE	Assels	101168	191959	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.13	6.26	569367_v2014	80% gh; 20% rbbhc	80% gh; 20% rbbhc	habitatmap_stdized	2	20	1	68	habitatmap_stdized	3	13	201	15177
ASEP002	ASE	Assels	101075	191870	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.68	6.93	570185_v2014	70% gh; 30% rbbmc	70% gh; 30% rbbmc	habitatmap_stdized	2	30	1	87	habitatmap_stdized	2	12	201	56698
ASEP003	ASE	Assels	101001	191976	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.21	6.43	573291_v2014	80% gh; 20% rbbmc	80% gh; 20% rbbmc	habitatmap_stdized	2	20	1	87	habitatmap_stdized	2	12	201	16393
ASEP103	ASE	Assels	101000	191976	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.73	6.9	573291_v2014	80% gh; 20% rbbmc	80% gh; 20% rbbmc	habitatmap_stdized	2	20	1	87	habitatmap_stdized	2	12	201	16393
ASHP013	ASH	Achter Schoonhoven	184589	186224	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.457	14.55	442771_v2018	70% gh; 20% rbbhf; 10% 6430_hf	70% gh; 20% rbbhf; 10% 6430_hf	habitatmap_stdized	2	20	1	69	habitatmap_stdized	3	13	342	38672
ASHP013	ASH	Achter Schoonhoven	184589	186224	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.457	14.55	442771_v2018	70% gh; 20% rbbhf; 10% 6430_hf	70% gh; 20% rbbhf; 10% 6430_hf	habitatmap_stdized	3	10	1	59	habitatmap_stdized	3	13	342	38672
ASHP023	ASH	Achter Schoonhoven	185344	186327	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.738	15.492	489495_v2018	50% rbbhf; 50% gh	50% rbbhfl; 50% gh	habitatmap_stdized + interpretation	1	50	1	70	habitatmap_stdized + interpretation	3	13	342	504
ASSP005	ASS	Assebroekse meersen	73910	208646	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.05	4.28	437853_v2018	70% rbbzil; 30% rbbhc	70% rbbzil; 30% rbbhc	habitatmap_stdized	1	70	1	75	habitatmap_stdized	3	13	961	80272
ASSP005	ASS	Assebroekse meersen	73910	208646	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.05	4.28	437853_v2018	70% rbbzil; 30% rbbhc	70% rbbzil; 30% rbbhc	habitatmap_stdized	2	30	1	68	habitatmap_stdized	3	13	961	80272
ASSP006	ASS	Assebroekse meersen	74033	208916	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.03	4.44	581420_v2018	70% rbbhc; 30% gh	70% rbbhc; 30% gh	habitatmap_stdized	1	70	1	68	habitatmap_stdized	3	13	961	54187
ASSP009	ASS	Assebroekse meersen	73613	208584	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.06	4.24	505945_v2018	60% rbbzil; 20% rbbhc; 20% gh	60% rbbzil; 20% rbbhc; 20% gh	habitatmap_stdized	1	60	1	75	habitatmap_stdized	3	13	961	114547
ASSP009	ASS	Assebroekse meersen	73613	208584	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.06	4.24	505945_v2018	60% rbbzil; 20% rbbhc; 20% gh	60% rbbzil; 20% rbbhc; 20% gh	habitatmap_stdized	2	20	1	68	habitatmap_stdized	3	13	961	114547
ASSP010	ASS	Assebroekse meersen	73583	208390	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.02	4.33	505945_v2018	60% rbbzil; 20% rbbhc; 20% gh	60% rbbzil; 20% rbbhc; 20% gh	habitatmap_stdized	1	60	1	75	habitatmap_stdized	3	13	961	114547
ASSP010	ASS	Assebroekse meersen	73583	208390	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.02	4.33	505945_v2018	60% rbbzil; 20% rbbhc; 20% gh	60% rbbzil; 20% rbbhc; 20% gh	habitatmap_stdized	2	20	1	68	habitatmap_stdized	3	13	961	114547
ASSP012	ASS	Assebroekse meersen	72225	209204	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.02	5.34	626996_v2014	100% rbbhc	100% rbbhc	habitatmap_stdized	1	100	1	68	habitatmap_stdized	3	13	961	2447
ASSP013	ASS	Assebroekse meersen	71484	208585	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.97	5.26	637240_v2014	60% 9120; 20% 9160; 20% 91E0_vm	60% 9120; 20% 9160; 20% 91E0_vm	habitatmap_stdized	2	20	1	98	habitatmap_stdized	4	14	961	91562
