loc_code	area_code	area_name	x	y	loc_validitycode	loc_validity	loc_typecode	loc_typename	groupnr	rasterid	filterdepth	soilsurf_ost	typegroup_name	obswell_statecode	obswell_state	measuringref_ost	tubelength	filterlength
ZWAP316	ZWA	Zwarte Beek	206585	189185	2	1	1	1	3	438	1.99	23.64	2	4	2	23.85	2.35	0.3
ZWAP317	ZWA	Zwarte Beek	206596	189187	2	1	1	1	3	438	1.87	23.63	2	4	2	23.88	2.27	0.3
ZWAP332	ZWA	Zwarte Beek	208201	190059	2	1	1	1	3	438	1.75	25.21	2	4	2	25.68	2.37	0.3
ZWAP335	ZWA	Zwarte Beek	208176	190160	2	1	1	1	3	438	1.85	25.19	2	4	2	25.49	2.3	0.3
ZWAP337	ZWA	Zwarte Beek	208142	190258	2	1	1	1	3	438	2.02	25.08	2	4	2	25.58	2.67	0.3
ZWAP339	ZWA	Zwarte Beek	206987	190209	2	1	1	1	3	438	1.01	25.015	2	4	2	25.68	1.9	0.45
ZWAP342	ZWA	Zwarte Beek	207101	190325	2	1	1	1	3	438	0.53	25.1	2	4	2	26.32	2	0.5
ZWAP343	ZWA	Zwarte Beek	207085	190345	2	1	1	1	3	438	0.78	24.9	2	4	2	25.87	2	0.5
ZWAP344	ZWA	Zwarte Beek	207051	190388	2	1	1	1	3	438	1.755	25.01	2	4	2	25.63	2.6	0.45
ZWAP402	ZWA	Zwarte Beek	220114	197295	1	2	1	1	3	210	2.05	68.26	2	3	1	68.78	2.72	0.3
ZWBP011	ZWB	Zwalmbeek	107248	173411	2	1	1	1	4	89	2.25	20.32	4	4	2	20.32	3.5	2.5
ZWBP013	ZWB	Zwalmbeek	107282	173439	2	1	1	1	4	89	1.75	20.23	4	4	2	20.23	3	2.5
ZWBP014	ZWB	Zwalmbeek	107312	173473	2	1	1	1	4	89	1.75	20.17	4	4	2	20.17	3	2.5
ZWBP017	ZWB	Zwalmbeek	107421	173519	2	1	1	1	4	89	1.75	32.07	4	4	2	32.07	3	2.5
