mean	sd	p02.5	p50	p97.5	jaar	simulatienr	intercept
3.5578601360321	0.0999025031924248	3.35679929070783	3.55961947478103	3.74949671875985	1987	12	3.68760991096497
3.64044189453125	0.0815140008926392	3.48101717174325	3.64025632545353	3.80087648584971	1987	13	3.72119665145874
3.64194059371948	0.0811528041958809	3.48530176627153	3.64100409865424	3.80385868541096	1987	14	3.70295977592468
3.6764497756958	0.0818336457014084	3.51954397114128	3.67522249796213	3.84029342276222	1987	15	3.71337366104126
3.64256501197815	0.083472453057766	3.47827993000828	3.64268296053516	3.80607132328129	1987	16	3.70851516723633
3.66333365440369	0.0796430259943008	3.50996428804065	3.66232129247685	3.82241374566255	1987	17	3.71745824813843
3.53191781044006	0.0941460877656937	3.34512739978916	3.53259472310268	3.7148884033642	1987	18	3.67099618911743
3.71188473701477	0.0781855434179306	3.56113824176441	3.71093974485291	3.86796804421703	1987	19	3.72992753982544
3.67987036705017	0.0797119140625	3.52581815067853	3.67901636065037	3.83873608102818	1987	20	3.7100567817688
3.64571404457092	0.0724891275167465	3.50555341999019	3.64500240633933	3.78989663948064	1988	1	3.7223174571991
3.69390964508057	0.0741085112094879	3.54966756015926	3.69351712078922	3.84037273262344	1988	2	3.70737457275391
3.65457010269165	0.0729954913258553	3.51331905460727	3.65387691741016	3.79975831047221	1988	3	3.71592688560486
3.6130313873291	0.0741310641169548	3.47090277336587	3.61183617024814	3.76186108629956	1988	4	3.69567036628723
3.66106653213501	0.0727836042642593	3.52027902486439	3.66035513603255	3.80588242943464	1988	5	3.69287395477295
3.65279579162598	0.0727990344166756	3.51192465486803	3.652109410321	3.79757471371017	1988	6	3.72149610519409
3.66453003883362	0.0731813609600067	3.52285583448403	3.66383220866411	3.81012349183596	1988	7	3.71941351890564
3.68206787109375	0.0728675201535225	3.54119339712197	3.68131987633893	3.82716381226143	1988	8	3.73004460334778
3.60627222061157	0.0761506035923958	3.4578975274936	3.60592936524735	3.75663889695116	1988	9	3.67714214324951
3.67618131637573	0.0725750401616096	3.53580181445709	3.67543133425601	3.82083296583164	1988	10	3.70199537277222
3.60338640213013	0.076063945889473	3.45452427315801	3.6032630173511	3.75296584866212	1988	11	3.68804025650024
3.65635871887207	0.0762521624565125	3.5081333352445	3.6558788196193	3.80727849361692	1988	12	3.68760991096497
3.65195560455322	0.0736073330044746	3.50844627964033	3.65164887054873	3.79725382098341	1988	13	3.72119665145874
3.64842581748962	0.0750752538442612	3.50345202065979	3.64763371797301	3.79787675694701	1988	14	3.70295977592468
3.67414474487305	0.075406014919281	3.52863289410827	3.67334140996445	3.82425446655646	1988	15	3.71337366104126
3.65300726890564	0.074343167245388	3.50806064808082	3.65270034931495	3.79978233794537	1988	16	3.70851516723633
3.66452074050903	0.0735480636358261	3.52233722219949	3.66378172633183	3.81085745154658	1988	17	3.71745824813843
3.61785411834717	0.0756727382540703	3.47066462312854	3.61740934510772	3.76756463896702	1988	18	3.67099618911743
3.70865416526794	0.0719800516963005	3.56960019688152	3.70789091977857	3.85200966440572	1988	19	3.72992753982544
3.68103885650635	0.0730367749929428	3.53983525246208	3.68029278513536	3.82645660929148	1988	20	3.7100567817688
3.64700508117676	0.0678740292787552	3.51542009213026	3.64647108531014	3.78167400724507	1989	1	3.7223174571991
3.71055555343628	0.0677650794386864	3.5792114976604	3.7099961821649	3.84518459518057	1989	2	3.70737457275391
3.65984892845154	0.0685605332255363	3.5266965007644	3.65935462238589	3.79573879641637	1989	3	3.71592688560486
3.61492776870728	0.0699303224682808	3.48054660928094	3.61393358798192	3.75480814151083	1989	4	3.69567036628723
3.66174507141113	0.0684328451752663	3.52910861699932	3.66117373703157	3.79763026750045	1989	5	3.69287395477295
3.65535426139832	0.0685911476612091	3.52228138949874	3.65482321647677	3.79145877604411	1989	6	3.72149610519409
3.66596865653992	0.0685065612196922	3.53297959427402	3.6654548391902	3.80185672982096	1989	7	3.71941351890564
3.68121886253357	0.0685609430074692	3.54843546008746	3.68059867445624	3.81749120744426	1989	8	3.73004460334778
3.64598321914673	0.0679007694125175	3.51393869453837	3.64556967092689	3.78036472192981	1989	9	3.67714214324951
